"cause","effect"
"HSP90AA1","HSPA8"
"HSP90AA1","IKBKE"
"HSP90AA1","IKBKG"
"HSP90AA1","MAPK1"
"HSP90AA1","PDPK1"
"HSP90AA1","PPID"
"HSP90AA1","PRKDC"
"HSP90AA1","PTGES3"
"HSP90AA1","TBK1"
"HSP90AA1","TOMM70A"
"HSP90AB1","IKBKE"
"HSPA1A","HSPBP1"
"HSPA1A","IKBKG"
"HSPA1A","KRT18"
"HSPA1A","PPP1R15A"
"HSPA4","CDC73"
"HSPA5","EIF2AK3"
"HSPA8","CCT3"
"HSPA8","ERH"
"HSPA8","HSPBP1"
"HSPA8","HSPH1"
"HSPA8","MAPK8"
"HSPA8","PPID"
"HSPA9","MVD"
"HSPA9","VDAC1"
"HSPA9","YWHAG"
"HSPB1","DAXX"
"HSPB1","EIF4G1"
"HSPB1","TGFB1I1"
"HSPB2","DMPK"
"HSPB2","RPS6KA5"
"HSPBP1","HSPA1B"
"HSPD1","HSPE1"
"HSPD1","YWHAG"
"HSPE1","C14orf1"
"HSPG2","ATF7IP"
"HSPG2","ECM1"
"HSPG2","FBLN1"
"HSPG2","NID1"
"HSPG2","NID2"
"HSPH1","CFL1"
"HSPH1","CSNK2A1"
"HTATSF1","SUPT4H1"
"HTR1A","GNAI3"
"HTR1B","HTR1A"
"HTR1F","CAV1"
"HTR2A","EIF3F"
"HTR2A","GNA11"
"HTR2A","GNAI1"
"HTR2A","JAK2"
"HTR2A","MAP1A"
"HTR2A","MRPL28"
"HTR2A","NME3"
"HTR2A","RPS6KA3"
"HTR2B","GNAQ"
"HTR3A","HSPA5"
"HTRA1","BMP4"
"HTRA1","CDYL"
"HTRA1","COL1A1"
"HTRA1","COL3A1"
"HTRA1","COX5A"
"HTRA1","GDF5"
"HTRA2","MAPK14"
"HTRA2","USP7"
"HTT","CHD3"
"HTT","PQBP1"
"HTT","PRPF40A"
"HTT","SETD2"
"HTT","SIN3A"
"HTT","SUMO1"
"HTT","TAF4"
"HTT","UBE2K"
"HTT","ZDHHC17"
"HUWE1","RNF11"
"IARS","EPRS"
"ICAM1","IL2RG"
"ICAM1","SPN"
"ICAM2","EZR"
"ICAM2","RDX"
"ICAM3","EZR"
"ICAM3","ITGB2"
"ICAM3","PRKCQ"
"ICAM5","PSEN1"
"ID1","ELK4"
"ID1","TCF12"
"ID1","TCF3"
"ID2","TCF3"
"ID3","ELK4"
"ID3","ID4"
"IDH3B","ATXN2"
"IER3","MAPK3"
"IFI16","ID3"
"IFNAR1","CRKL"
"IFNAR1","FBXW11"
"IFNAR1","MAPK1"
"IFNAR1","PIK3R1"
"IFNAR1","PRMT1"
"IFNAR1","PTPRC"
"IFNAR1","TYK2"
"IFNAR2","IFNAR1"
"IFNAR2","JAK1"
"IFNAR2","PRKCB"
"IFNG","TNF"
"IFNGR1","CANX"
"IFNGR1","IFNG"
"IFNGR1","IFNGR2"
"IFNGR1","JAK1"
"IFNGR1","JAK2"
"IFNGR1","PTPN11"
"IFNGR2","DNAJA3"
"IFNGR2","IFNG"
"IFRD1","HDAC2"
"IFT20","PTPN12"
"IGF1R","CSK"
"IGF1R","INSR"
"IGF1R","IRS1"
"IGF1R","IRS2"
"IGF1R","IRS4"
"IGF1R","MDM2"
"IGF1R","NEDD4"
"IGF1R","PRKCD"
"IGF1R","PRKD1"
"IGF1R","PTPN1"
"IGF1R","RASA1"
"IGF1R","SOCS1"
"IGF1R","VAV3"
"IGF1R","YWHAB"
"IGF2","IGF1R"
"IGF2","IGFBP3"
"IGF2","IGFBP6"
"IGF2","NOV"
"IGF2R","GGA1"
"IGF2R","PLAU"
"IGFBP3","ADAM12"
"IGFBP3","CAV1"
"IGFBP3","LTBP1"
"IGFBP3","PAPPA2"
"IGFBP4","CTSD"
"IGFBP4","IGF1"
"IGFBP5","ADAM12"
"IGFBP5","FN1"
"IGFBP6","UBQLN4"
"IGFBP7","IGF1"
"IGSF21","PSMD11"
"IKBKAP","HTT"
"IKBKAP","MAPK8"
"IKBKAP","NIPSNAP3A"
"IKBKB","FANCA"
"IKBKB","IKBKAP"
"IKBKE","CDC37"
"IKBKG","CDC37"
"IKBKG","RAB11B"
"IKBKG","TBK1"
"IKBKG","UBE2D3"
"IKBKG","ZFAND5"
"IKZF1","IKZF2"
"IKZF1","IKZF4"
"IKZF3","IKZF1"
"IKZF3","IKZF4"
"IKZF3","IKZF5"
"IKZF4","IKZF2"
"IKZF4","IKZF5"
"IKZF5","IKZF2"
"IKZF5","IKZF4"
"IL10","A2M"
"IL10RA","IL10"
"IL10RB","IL10"
"IL10RB","IL10RA"
"IL12B","IL12A"
"IL12RB1","IL12B"
"IL12RB1","IL12RB2"
"IL12RB1","IL23R"
"IL12RB2","IL12B"
"IL12RB2","JAK2"
"IL13RA1","TYK2"
"IL15RA","AXL"
"IL15RA","IL2RB"
"IL15RA","IL2RG"
"IL16","KCND1"
"IL16","KCNJ15"
"IL16","USHBP1"
"IL17RD","MAP3K7"
"IL18","CASP1"
"IL18","CASP4"
"IL18","IL18BP"
"IL18R1","CD48"
"IL18R1","IL18"
"IL18RAP","CD48"
"IL18RAP","IL18"
"IL1B","CASP1"
"IL1B","CASP4"
"IL1R1","IL1A"
"IL1R1","IL1B"
"IL1R1","IL1RAP"
"IL1R1","MYD88"
"IL1R1","PIK3R1"
"IL1R1","SIGIRR"
"IL1R1","TICAM2"
"IL1R2","IL1RN"
"IL1RAP","IL1B"
"IL1RAP","MYD88"
"IL1RAP","PIK3R1"
"IL1RAP","PRPF40A"
"IL1RAP","TICAM2"
"IL1RAP","TOLLIP"
"IL1RL1","MYD88"
"IL1RL1","TIRAP"
"IL2","NGFR"
"IL21","DGKA"
"IL21R","IL21"
"IL23R","JAK2"
"IL27RA","EBI3"
"IL2RA","CD4"
"IL2RA","ICAM1"
"IL2RA","IL2"
"IL2RA","IL2RB"
"IL2RB","FYN"
"IL2RB","IL2"
"IL2RB","IL2RG"
"IL2RB","JAK1"
"IL2RB","JAK3"
"IL2RB","LCK"
"IL2RB","LYN"
"IL2RB","PIK3R1"
"IL2RB","PTPN6"
"IL2RB","SOCS1"
"IL2RB","SOCS3"
"IL2RB","SYK"
"IL2RG","IL2"
"IL2RG","JAK3"
"IL3","PIK3CA"
"IL3RA","CSF2RB"
"IL4","IL2RG"
"IL4","PIK3CD"
"IL4R","CD40"
"IL4R","DOK2"
"IL4R","FES"
"IL4R","IL2RG"
"IL4R","INPP5D"
"IL4R","JAK3"
"IL5RA","CSF2RB"
"IL5RA","JAK2"
"IL6R","CNTF"
"IL6R","ERAP1"
"IL6R","IL6ST"
"IL6R","MAGI1"
"IL6ST","CDK9"
"IL6ST","PIK3CG"
"IL7R","CRLF2"
"IL7R","FYN"
"IL7R","IL2RG"
"IL7R","JAK1"
"IL7R","JAK3"
"IL7R","LYN"
"IL7R","PIK3R1"
"IL7R","PTK2B"
"IL8","SDC1"
"IL9R","IL2RG"
"ILK","GSK3B"
"ILK","LIMS1"
"ILK","LIMS2"
"ILK","PDK1"
"ILK","PDPK1"
"ILK","RNF19A"
"ILK","RPL13"
"IMMT","CCT5"
"IMMT","FAM173A"
"IMMT","MRPL44"
"IMMT","SMN1"
"IMMT","TAF1D"
"IMMT","TUBGCP3"
"IMMT","TXNDC9"
"INCENP","CBX5"
"ING1","HDAC1"
"ING4","EGLN1"
"ING4","EP300"
"ING5","EP300"
"INHBA","ACVR1"
"INHBA","ACVR2A"
"INHBA","FST"
"INHBA","IGFBP7"
"INHBB","ACVR1"
"INPP4A","BRD2"
"INPP5D","CD22"
"INPP5D","DOK2"
"INPP5D","FGR"
"INPP5D","FLT3"
"INPP5D","HCK"
"INPP5D","LYN"
"INPP5D","PLCG2"
"INPPL1","BCAR1"
"INPPL1","SRC"
"INSR","CAV1"
"INSR","CBL"
"INSR","CRK"
"INSR","CRKL"
"INSR","CSK"
"INSR","FRS2"
"INSR","GAB1"
"INSR","HRAS"
"INSR","IGF1R"
"INSR","IRS1"
"INSR","IRS2"
"INSR","PTK2"
"INSR","PTPN1"
"INSR","PTPN12"
"INSR","PTPRF"
"INSR","RAF1"
"INSR","RASA1"
"INSR","SOCS6"
"INSR","SORBS1"
"INSR","SYNCRIP"
"INSR","YWHAB"
"IPO11","RPL12"
"IPO13","MAGOH"
"IPO5","ARHGEF1"
"IPO5","NUP214"
"IPO5","RPL13"
"IPO8","KPNB1"
"IQGAP1","APC"
"IQGAP1","CAMK2A"
"IQGAP1","CDC42"
"IQGAP1","CTNNB1"
"IQGAP1","MAPK1"
"IQGAP1","STAU1"
"IRAK1","AAMP"
"IRAK1","EEA1"
"IRAK1","HRAS"
"IRAK1","PELI2"
"IRAK1","PELI3"
"IRAK2","BCL2A1"
"IRAK2","SMURF1"
"IRF1","IRF8"
"IRF2","EP300"
"IRF2","IRF8"
"IRF2","KAT2B"
"IRF3","CREBBP"
"IRF3","EP300"
"IRF3","IRF5"
"IRF3","PIAS4"
"IRF4","NFATC2"
"IRF4","PRDM1"
"IRF4","SPI1"
"IRF4","SPIB"
"IRF5","IRF3"
"IRF7","CREBBP"
"IRF7","EP300"
"IRF7","IRF3"
"IRF7","KAT2A"
"IRF7","KAT2B"
"IRF8","IRF1"
"IRF8","IRF2"
"IRF8","SPI1"
"IRS1","ATP2A2"
"IRS1","CSNK2B"
"IRS1","FER"
"IRS1","IKBKB"
"IRS1","PDPK1"
"IRS1","ROCK1"
"IRS1","YWHAB"
"IRS2","CRK"
"IRS2","INSR"
"IRS4","SOCS6"
"ISL1","LHX3"
"ITCH","NDFIP2"
"ITCH","RNF11"
"ITFG1","CDC73"
"ITGA1","AUP1"
"ITGA1","COL8A1"
"ITGA1","ITGB1"
"ITGA1","LAMA1"
"ITGA1","TLN1"
"ITGA11","ITGB1"
"ITGA2","AUP1"
"ITGA2","COL1A1"
"ITGA2","COL1A2"
"ITGA2","COL8A1"
"ITGA2","HSPG2"
"ITGA2","ITGB1"
"ITGA2","LAMA1"
"ITGA2","MMP1"
"ITGA2B","COL2A1"
"ITGA3","ITGB1"
"ITGA4","EED"
"ITGA4","FN1"
"ITGA4","ITGB7"
"ITGA4","LPXN"
"ITGA5","ANGPT1"
"ITGA5","COL18A1"
"ITGA5","COL1A1"
"ITGA5","FLT4"
"ITGA5","FN1"
"ITGA5","ITGB1"
"ITGA5","ITGB3"
"ITGA5","ITGB5"
"ITGA5","SPP1"
"ITGA5","TNC"
"ITGA6","CANX"
"ITGA6","ITGB1"
"ITGA6","ITGB4"
"ITGA6","PCSK5"
"ITGA7","FHL3"
"ITGA7","MYOC"
"ITGA8","FN1"
"ITGA8","ITGB1"
"ITGA9","ITGB1"
"ITGAD","ICAM3"
"ITGAD","ITGB2"
"ITGAD","VCAM1"
"ITGAE","ITGB7"
"ITGAL","ICAM1"
"ITGAL","ICAM3"
"ITGAL","PTPRC"
"ITGAM","C3"
"ITGAM","CFH"
"ITGAM","GP1BA"
"ITGAM","HP"
"ITGAM","ICAM1"
"ITGAM","ICAM2"
"ITGAM","ICAM4"
"ITGAM","ITGB2"
"ITGAM","JAM3"
"ITGAM","PLAUR"
"ITGAM","THY1"
"ITGAV","ADAM9"
"ITGAV","AUP1"
"ITGAV","ITGB1"
"ITGAV","ITGB3"
"ITGAV","L1CAM"
"ITGAV","NID1"
"ITGAV","SPP1"
"ITGAX","C3"
"ITGAX","FCER2"
"ITGAX","ITGB2"
"ITGAX","JAM3"
"ITGB1","ACTN4"
"ITGB1","ARHGAP5"
"ITGB1","CANX"
"ITGB1","CD46"
"ITGB1","CNOT1"
"ITGB1","DOK1"
"ITGB1","EPS8"
"ITGB1","FLNA"
"ITGB1","FLNB"
"ITGB1","FN1"
"ITGB1","HSPG2"
"ITGB1","IGF1R"
"ITGB1","ITGA4"
"ITGB1","LGALS8"
"ITGB1","LTB"
"ITGB1","MAP4K4"
"ITGB1","NME1"
"ITGB1","NME2"
"ITGB1","PRKCA"
"ITGB1","PRKCE"
"ITGB1","PTK2"
"ITGB1","SLC3A2"
"ITGB1","SPP1"
"ITGB1","TGOLN2"
"ITGB1","TLN1"
"ITGB1","YWHAB"
"ITGB1BP1","FAF1"
"ITGB1BP1","ITGB1"
"ITGB2","CYTH1"
"ITGB2","DOK1"
"ITGB2","FCER2"
"ITGB2","HP"
"ITGB2","ICAM1"
"ITGB2","ICAM2"
"ITGB2","ICAM4"
"ITGB2","PRKCB"
"ITGB2","PTK2B"
"ITGB2","SYK"
"ITGB2","TLN1"
"ITGB3","COL1A2"
"ITGB3","DAB1"
"ITGB3","DAB2"
"ITGB3","DOK1"
"ITGB3","EPS8"
"ITGB3","FBLN2"
"ITGB3","FN1"
"ITGB3","ITGA2B"
"ITGB3","KDR"
"ITGB3","NID1"
"ITGB3","NUMB"
"ITGB3","PDPK1"
"ITGB3","SHC1"
"ITGB3","TGM2"
"ITGB3","THBS1"
"ITGB3","TLN1"
"ITGB3BP","CCNA2"
"ITGB4","COL17A1"
"ITGB4","DST"
"ITGB4","ERBB2IP"
"ITGB4","GRB2"
"ITGB4","PRKCA"
"ITGB4","SHC1"
"ITGB4","YWHAQ"
"ITGB5","ANXA5"
"ITGB5","FHL2"
"ITGB5","FLNA"
"ITGB5","LTBP3"
"ITGB5","PALLD"
"ITGB5","TENC1"
"ITGB5","TLN1"
"ITGB6","FN1"
"ITGB6","ITGAV"
"ITGB7","CDH1"
"ITGB7","DOK1"
"ITGB7","EED"
"ITGB7","MADCAM1"
"ITGB7","PRKCB"
"ITGB8","ITGAV"
"ITK","BLNK"
"ITPKA","CAMK2B"
"ITPKB","PRKACA"
"ITPR1","FKBP1A"
"ITPR1","HOMER3"
"ITPR1","HTT"
"ITPR1","PRKACA"
"ITPR1","PRKG1"
"ITPR1","RHOA"
"ITPR2","TRPC1"
"ITPR3","ITPR1"
"ITPR3","TRPC1"
"ITPR3","TRPC4"
"ITPR3","TRPC6"
"ITSN1","DISC1"
"ITSN1","KIF5A"
"ITSN1","MAPK8"
"ITSN1","MAPK9"
"ITSN1","RPS6KA5"
"ITSN1","TK1"
"ITSN2","MEGF10"
"ITSN2","RAD9A"
"ITSN2","SYNJ2"
"ITSN2","TBL3"
"JAG1","NOTCH1"
"JAG2","ATN1"
"JAG2","NOTCH1"
"JAK1","ABL1"
"JAK1","CSF2RB"
"JAK1","FER"
"JAK1","FES"
"JAK1","GHR"
"JAK1","IGF1R"
"JAK1","IL6ST"
"JAK1","INSR"
"JAK1","IRS1"
"JAK1","IRS2"
"JAK1","PIK3R1"
"JAK1","PLA2G4A"
"JAK1","PLCG2"
"JAK1","PRKCZ"
"JAK1","PTPN11"
"JAK1","PTPN6"
"JAK1","PTPRC"
"JAK1","RAF1"
"JAK1","SH2B2"
"JAK1","SHB"
"JAK1","SOCS3"
"JAK1","STAM"
"JAK1","STAM2"
"JAK2","ABL1"
"JAK2","CTLA4"
"JAK2","EGFR"
"JAK2","FYN"
"JAK2","INSR"
"JAK2","KIT"
"JAK2","LYN"
"JAK2","PIK3R1"
"JAK2","PLCG2"
"JAK2","PPIA"
"JAK2","PPP2R1B"
"JAK2","PPP2R5A"
"JAK2","PTK2"
"JAK2","PTK2B"
"JAK2","PTPN1"
"JAK2","PTPN12"
"JAK2","PTPRC"
"JAK2","SOCS3"
"JAK2","STAM"
"JAK2","STAM2"
"JAK2","STAP2"
"JAK2","TEC"
"JAK2","TNFRSF1A"
"JAK2","UBASH3B"
"JAK2","VAV1"
"JAK2","YES1"
"JAK3","CD40"
"JAK3","FES"
"JAK3","JAK2"
"JAK3","LCK"
"JAK3","PTK2B"
"JAK3","PTPN2"
"JAK3","PTPRC"
"JAK3","SH2B2"
"JAK3","SOCS1"
"JAK3","SOCS3"
"JAM2","TJP1"
"JAM3","TJP1"
"JUN","CREB5"
"JUN","EGR1"
"JUN","ETS2"
"JUN","FOS"
"JUN","FOSL2"
"JUN","HHEX"
"JUN","HOXC8"
"JUN","JDP2"
"JUN","MAFB"
"JUN","SKI"
"JUN","SOX8"
"JUN","SPI1"
"JUN","SPIB"
"JUNB","ATF3"
"JUNB","BATF"
"JUNB","FOS"
"JUNB","FOSB"
"JUNB","JDP2"
"JUND","ATF3"
"JUND","BATF"
"JUND","DDIT3"
"JUND","FOSB"
"JUND","JDP2"
"JUND","NFE2L2"
"KALRN","COIL"
"KARS","VIM"
"KAT2A","EP300"
"KAT2B","CIITA"
"KAT2B","CTBP1"
"KAT2B","EP300"
"KAT2B","SRCAP"
"KAT2B","TMF1"
"KAT5","CBX8"
"KAT5","FAM173A"
"KAT5","H3F3B"
"KAT5","HDAC1"
"KAT5","HDAC7"
"KAT5","HIST2H2AC"
"KCNA2","KCNAB2"
"KCNA3","IL16"
"KCNA3","KCNA2"
"KCND1","KCNIP1"
"KCND2","KCNIP4"
"KCNIP3","CREB1"
"KCNJ1","SGK1"
"KCNJ10","IL16"
"KCNJ2","FLNA"
"KCNJ2","IL16"
"KCNJ2","KCNJ11"
"KCNK15","YWHAG"
"KCNK3","YWHAQ"
"KCNQ2","ARIH2"
"KCNQ5","DISC1"
"KCTD13","NUDT18"
"KCTD13","POLD2"
"KCTD17","LNX1"
"KDR","ANXA5"
"KDR","ATR"
"KDR","BMX"
"KDR","CAV1"
"KDR","CBL"
"KDR","CDH5"
"KDR","CRK"
"KDR","CTNNB1"
"KDR","FBXW11"
"KDR","FRS2"
"KDR","FYN"
"KDR","IQGAP1"
"KDR","NCK1"
"KDR","PLCG2"
"KDR","PTPN11"
"KDR","RASA1"
"KDR","SHB"
"KDR","YES1"
"KHDRBS1","DHX9"
"KHDRBS1","HNRNPK"
"KHDRBS1","MAPK1"
"KHDRBS1","YTHDC1"
"KHDRBS2","EWSR1"
"KHSRP","PTBP1"
"KIAA1107","UBE2D3"
"KIAA1191","NOL12"
"KIAA1217","EXOSC5"
"KIAA1279","ATXN2"
"KIAA1279","CEP76"
"KIAA1279","PLEKHF1"
"KIAA1279","ZNF638"
"KIAA1377","BARD1"
"KIAA1377","BMI1"
"KIAA1377","CDKN2B"
"KIAA1377","EIF2S2"
"KIAA1377","EPN1"
"KIAA1377","GOLGB1"
"KIAA1377","KBTBD7"
"KIAA1377","KIF15"
"KIAA1377","LUC7L2"
"KIAA1377","POLD1"
"KIAA1549","CDC73"
"KIAA1683","CALM2"
"KIAA1715","CHMP1A"
"KIDINS220","CDC73"
"KIF13A","GTF2H1"
"KIF15","MKI67"
"KIF17","FHL5"
"KIF1B","INADL"
"KIF1B","YWHAG"
"KIF1C","CSNK2A1"
"KIF20B","CHUK"
"KIF20B","PIN1"
"KIF23","PLK1"
"KIF23","YWHAB"
"KIF23","YWHAG"
"KIF3A","NEK1"
"KIF5A","TP53BP2"
"KIF5B","YWHAG"
"KIFAP3","KIF3B"
"KIFAP3","NIPSNAP3A"
"KIFAP3","NUDT21"
"KIFAP3","SMC3"
"KIR2DL1","HLA-C"
"KIR2DL3","LCK"
"KIR2DL4","FCER1G"
"KIR2DL4","HLA-G"
"KIR2DS4","HLA-C"
"KIR3DL1","HLA-B"
"KIT","ABL1"
"KIT","CBL"
"KIT","CBLB"
"KIT","CRK"
"KIT","CRKL"
"KIT","FYN"
"KIT","GRAP2"
"KIT","JAK2"
"KIT","LYN"
"KIT","PIK3CG"
"KIT","PIK3R1"
"KIT","PRKCB"
"KIT","RASA1"
"KIT","SOCS5"
"KIT","SOCS6"
"KIT","SPRED1"
"KIT","SPRED2"
"KLC1","MAPK8IP1"
"KLF11","SIN3A"
"KLF13","CREBBP"
"KLF13","KAT2B"
"KLF5","CREBBP"
"KLF5","EP300"
"KLF6","EHMT2"
"KLF6","KLF4"
"KLF6","SP1"
"KLHL20","C14orf1"
"KLHL20","KIAA1377"
"KLHL20","LUC7L2"
"KLHL20","PIN1"
"KLHL23","ANXA7"
"KLHL3","SYNCRIP"
"KLK3","SEMG2"
"KLRB1","PTPN6"
"KLRC1","PTPN6"
"KLRC2","HLA-E"
"KLRC2","KLRD1"
"KLRC3","KLRD1"
"KLRC3","TYROBP"
"KLRD1","HLA-B"
"KLRD1","HLA-E"
"KLRD1","KLRC1"
"KLRK1","HCST"
"KLRK1","TYROBP"
"KPNA1","RAG1"
"KPNA2","CDA"
"KPNB1","CDC27"
"KPNB1","CENPF"
"KPNB1","CSE1L"
"KPNB1","DNAJC7"
"KPNB1","ELAVL1"
"KPNB1","KPNA2"
"KPNB1","KPNA3"
"KPNB1","KPNA6"
"KPNB1","RCN2"
"KPNB1","SF3B1"
"KPNB1","SMNDC1"
"KPNB1","VASP"
"KRAS","ARAF"
"KRAS","PDE4DIP"
"KRAS","PIK3CG"
"KRIT1","RAP1A"
"KRT17","CCDC85B"
"KRT18","CCDC85B"
"KRT18","EXOC8"
"KRT18","KRT15"
"KRT18","PKP2"
"KRT18","YWHAG"
"KRT19","DGCR6L"
"KRT19","EXOC8"
"KRT7","ATF7IP"
"KRT8","BYSL"
"KRT8","KRT18"
"KRT8","MAPK3"
"KRT8","MAPK8"
"KRT8","RAF1"
"KTN1","EEF1D"
"KTN1","KIF5B"
"L1CAM","CNTN1"
"L1CAM","CNTN2"
"L1CAM","RDX"
"L1CAM","RPS6KA2"
"LAIR1","CSK"
"LAMA1","APP"
"LAMA1","COL7A1"
"LAMA1","FBLN2"
"LAMA1","HSPG2"
"LAMA1","ITGB1"
"LAMA1","NID1"
"LAMA1","NT5E"
"LAMA1","PLAT"
"LAMA3","PLAT"
"LAMA4","COPS6"
"LAMC1","ATF7IP"
"LANCL1","STOM"
"LARP1","YWHAG"
"LAT","GRAP"
"LAT","GRAP2"
"LAT","ITK"
"LAT","LCK"
"LAT","LCP2"
"LAT","MAP4K1"
"LAT","PLCG2"
"LAT","SOS1"
"LAT","VAV1"
"LATS1","ZYX"
"LAX1","GRAP2"
"LBR","CBX5"
"LCK","CD2"
"LCK","CD5"
"LCK","CSK"
"LCK","CTLA4"
"LCK","DAPP1"
"LCK","DEF6"
"LCK","DOK2"
"LCK","DOK3"
"LCK","FASLG"
"LCK","GRAP"
"LCK","HCK"
"LCK","ITK"
"LCK","LAX1"
"LCK","LCP2"
"LCK","LIME1"
"LCK","MS4A1"
"LCK","NOTCH1"
"LCK","PLCG2"
"LCK","PLD2"
"LCK","PRKCQ"
"LCK","SH2B3"
"LCK","SH2D1A"
"LCK","SIT1"
"LCK","SKAP1"
"LCK","VAV1"
"LCP2","BLNK"
"LCP2","GRAP2"
"LCP2","HCK"
"LCP2","ITK"
"LCP2","PLCG2"
"LCP2","PRAM1"
"LCP2","VAV1"
"LCP2","WAS"
"LDB1","LMO4"
"LDHA","XRN1"
"LDLRAP1","AP2B1"
"LEF1","CDX1"
"LEF1","MITF"
"LENG8","ATN1"
"LEPR","CSNK2B"
"LEPR","DGKZ"
"LEPR","JAK2"
"LEPR","PIN1"
"LEPR","PTPN11"
"LEPR","SNX1"
"LEPR","SNX2"
"LEPR","SNX4"
"LEPR","SNX6"
"LEPR","SOCS3"
"LGALS1","HRAS"
"LGALS3","GEMIN4"
"LGALS3","PLCE1"
"LHCGR","GNAI2"
"LIFR","IL6ST"
"LIFR","MAPK1"
"LIFR","PTPN11"
"LIG1","PCNA"
"LILRB1","B2M"
"LILRB1","HLA-A"
"LILRB1","HLA-B"
"LILRB1","HLA-C"
"LILRB1","HLA-F"
"LILRB1","HLA-G"
"LILRB2","FCGR1A"
"LILRB2","HLA-A"
"LILRB2","HLA-B"
"LILRB2","HLA-F"
"LILRB2","HLA-G"
"LILRB2","PTPN6"
"LILRB4","INPP5D"
"LILRB4","PTPN6"
"LIMD1","HIPK3"
"LIME1","PLCG2"
"LIMK2","HIPK3"
"LIMS1","EHMT2"
"LIMS1","LPXN"
"LIMS1","PARVA"
"LIMS1","SMURF1"
"LIMS2","HIPK3"
"LIN7B","ABCA1"
"LIN7B","BAIAP2"
"LIN7C","ABCA1"
"LMNA","EMD"
"LMNA","RB1"
"LMNB1","CASP3"
"LMNB1","LBR"
"LMNB1","MELK"
"LMNB1","TMPO"
"LMNB1","TOR1AIP1"
"LMO4","LDB1"
"LNX1","CCDC85B"
"LNX1","COIL"
"LNX1","DDX17"
"LNX1","DVL3"
"LNX1","FHL3"
"LNX1","RBMX"
"LNX1","TRIM23"
"LPAR1","ARHGEF11"
"LPAR1","ARHGEF12"
"LPAR1","GNAI3"
"LPAR2","ARHGEF12"
"LPAR2","TRIP6"
"LPHN1","DLG4"
"LPHN1","ROS1"
"LPHN2","SHANK1"
"LPHN2","SHANK2"
"LPL","CETP"
"LPP","ATP5J2"
"LRCH4","MDFI"
"LRP1","APBA2"
"LRP1","APP"
"LRP1","BACE1"
"LRP1","CAV1"
"LRP1","LPL"
"LRP1","PDGFB"
"LRP1","PLAT"
"LRP12","SNAPIN"
"LRP12","ZFYVE9"
"LRP2","APBB1"
"LRP2","LDLRAP1"
"LRP3","GGA1"
"LRP6","ANTXR1"
"LRP6","ANTXR2"
"LRP6","GSK3B"
"LRP8","APOE"
"LRP8","LRPAP1"
"LRP8","SNX17"
"LRPAP1","LRP1B"
"LRPAP1","PPM1G"
"LRSAM1","ATXN1"
"LRSAM1","MUTYH"
"LRSAM1","PHF23"
"LSM1","EXOSC6"
"LSM1","LSM4"
"LSM1","LSM6"
"LSM10","LSM11"
"LSM2","C14orf1"
"LSM2","LSM4"
"LSM2","LSM5"
"LSM2","SNRPD2"
"LSM2","SNRPE"
"LSM3","LSM4"
"LSM3","LSM5"
"LSM3","SNRPD3"
"LSM3","SNRPE"
"LSM3","XPC"
"LSM4","CALCOCO2"
"LSM4","LSM5"
"LSM4","PLEKHA5"
"LSM4","SNRPE"
"LSM4","XRN1"
"LSM5","SMN1"
"LSM5","SNRPE"
"LSM5","SNRPF"
"LSM6","LSM5"
"LSM6","MCRS1"
"LSM6","POLD2"
"LSM6","SNRPD2"
"LSM7","EXOSC8"
"LSM7","LSM2"
"LSM7","LSM3"
"LSM7","LSM4"
"LSM7","LSM5"
"LSM7","LSM6"
"LSM7","SMN1"
"LSM7","SNRPD3"
"LSM7","TACC1"
"LTA","TNFRSF14"
"LTB","LTA"
"LTB4R","GNA15"
"LTB4R","GRK6"
"LTBP1","FBN2"
"LTBP3","PRPF40A"
"LTBR","BIRC2"
"LTBR","DIABLO"
"LTBR","LTB"
"LTBR","TRAF2"
"LUC7L2","CDC37"
"LUC7L2","CHD3"
"LUC7L2","PDPK1"
"LUC7L2","PTCD3"
"LUC7L2","SETDB1"
"LUC7L2","YWHAG"
"LYN","BCAR1"
"LYN","CASP3"
"LYN","CASP7"
"LYN","CBL"
"LYN","CBLB"
"LYN","CBLC"
"LYN","CD79A"
"LYN","CSNK2B"
"LYN","CTLA4"
"LYN","DAPP1"
"LYN","EGFR"
"LYN","FCGR2A"
"LYN","HCLS1"
"LYN","LCP2"
"LYN","MAP4K1"
"LYN","MATK"
"LYN","MS4A1"
"LYN","PIK3C2B"
"LYN","PIK3CG"
"LYN","PLCG2"
"LYN","PRAM1"
"LYN","PRKCQ"
"LYN","PRKDC"
"LYN","RASA1"
"LYN","SKAP2"
"LYN","SNCA"
"LYN","UNC119"
"LYN","WAS"
"LYN","WIPF1"
"LYST","KPNB1"
"LYST","MED12"
"LZTS2","CCDC85B"
"MACF1","ATF7IP"
"MACF1","GOLGA4"
"MAD1L1","SIN3A"
"MAD2L1","CDC20"
"MAD2L1","CDC27"
"MAD2L1","NDC80"
"MAD2L2","ADAM17"
"MAD2L2","AKT3"
"MAD2L2","REV3L"
"MAF1","CCND3"
"MAFA","NEUROD1"
"MAFA","PDX1"
"MAFG","NFE2L2"
"MAFG","PAX6"
"MAG","COL2A1"
"MAG","COL9A2"
"MAG","MAP1B"
"MAG","NGFR"
"MAG","PLP1"
"MAGEA11","MCRS1"
"MAGED1","EIF3J"
"MAGEH1","KPNA2"
