"cause","effect"
"RPS6KA6","LMO4"
"RPS6KA6","RPLP1"
"RPS6KA6","SAP30BP"
"RPS6KB1","CLEC3B"
"RPS6KB1","EIF4EBP1"
"RPS6KB1","MAPK1"
"RPS6KB1","PDPK1"
"RPS6KB1","PPP2CA"
"RPS6KB1","STK11"
"RPS6KB2","PDPK1"
"RPSA","CBX5"
"RPSA","LAMA2"
"RPSA","SUMO4"
"RPSA","VCL"
"RRAD","CSNK2A1"
"RRAD","NME1"
"RRAS","ARAF"
"RRAS","BCL2"
"RRAS","NAV2"
"RRAS","PPP2CA"
"RRAS","RASSF5"
"RRAS2","ACVR1"
"RRAS2","ARAF"
"RRAS2","RABAC1"
"RRAS2","RASGRF1"
"RRAS2","RASSF5"
"RRAS2","SMURF2"
"RRBP1","PRKD2"
"RRM1","YWHAG"
"RSRC1","LSM2"
"RSU1","GSK3B"
"RSU1","LIMS1"
"RTKN","RHOA"
"RTKN","TGFBR1"
"RTN3","FAM160A2"
"RTN3","PLEKHF2"
"RTN3","RAB33A"
"RTN3","SPOP"
"RTN4","BCL2"
"RTN4","COL4A3BP"
"RTN4","FXR2"
"RTN4","HLA-DPB1"
"RTN4","LRCH4"
"RTN4","PLEKHF2"
"RTN4","PRR13"
"RTN4","RAB33A"
"RTN4","RTN3"
"RTN4","UQCRC1"
"RTN4IP1","EXOC7"
"RTN4R","LINGO1"
"RTN4R","RTN4"
"RTN4R","RTN4IP1"
"RUFY1","RAB4A"
"RUFY2","BMX"
"RUFY2","DUSP23"
"RUNDC3A","TFPT"
"RUNX1","ELF2"
"RUNX1","PAX5"
"RUNX1","SUV39H1"
"RUNX1T1","BCL6"
"RUNX1T1","CBFA2T2"
"RUNX1T1","CBFA2T3"
"RUNX1T1","GFI1"
"RUNX1T1","HDAC1"
"RUNX1T1","HDAC3"
"RUNX1T1","HDAC8"
"RUNX1T1","ID1"
"RUNX1T1","ID3"
"RUNX1T1","KPNA1"
"RUNX1T1","NCOR1"
"RUNX1T1","NCOR2"
"RUNX1T1","SIN3A"
"RUNX1T1","TCF12"
"RUNX1T1","TCF4"
"RUNX2","AR"
"RUNX2","CBFB"
"RUNX2","EP300"
"RUNX2","ETS1"
"RUNX2","FOS"
"RUNX2","HDAC4"
"RUNX2","JUN"
"RUNX2","RB1"
"RUNX2","SMAD3"
"RUNX2","YAP1"
"RUNX3","HDAC2"
"RUNX3","HDAC4"
"RUNX3","SMURF1"
"RUNX3","TLE1"
"RUVBL1","ACTL6A"
"RUVBL2","HDAC1"
"RUVBL2","HDAC4"
"RUVBL2","RUVBL1"
"RXFP1","RLN3"
"RXRA","BRD8"
"RXRA","COPS2"
"RXRA","DNTTIP2"
"RXRA","HMGA1"
"RXRA","MAPK7"
"RXRA","MECR"
"RXRA","NCOA1"
"RXRA","NCOR2"
"RXRA","NFKB1"
"RXRA","NFKBIB"
"RXRA","NR1H3"
"RXRA","NR2F1"
"RXRA","NR4A2"
"RXRA","NRBF2"
"RXRA","NSD1"
"RXRA","PNRC2"
"RXRA","POU2F1"
"RXRA","PPARG"
"RXRA","RARG"
"RXRA","RNF8"
"RXRA","SRF"
"RXRA","TAF11"
"RXRA","THRA"
"RXRA","THRB"
"RXRB","NCOA1"
"RXRB","NCOA3"
"RXRB","NR1H3"
"RXRB","NR1I2"
"RXRB","NR4A2"
"RXRB","PPARG"
"RXRB","RARG"
"RXRB","TAF11"
"RXRB","THRA"
"RXRG","PPARG"
"RXRG","THRA"
"RYBP","CBX2"
"RYBP","RING1"
"RYBP","RNF2"
"RYK","EPHB3"
"RYR1","FKBP1A"
"RYR1","GNPNAT1"
"RYR1","HOMER3"
"RYR1","PTN"
"RYR1","RYR2"
"S100A1","RYR1"
"S100A1","S100A4"
"S100A10","ANXA7"
"S100A10","KCNK3"
"S100A10","TRPV6"
"S100A11","ACTB"
"S100A11","ANXA1"
"S100A13","VCL"
"S100A2","TPM1"
"S100A4","METAP2"
"S100A4","MYH10"
"S100A4","UNC119"
"S100A6","ECD"
"S100A8","CDKN1A"
"S100A8","CHGB"
"S100A8","IGSF21"
"S100B","AGER"
"S100B","CACYBP"
"S100B","DES"
"S100B","ECD"
"S100B","GFAP"
"S100B","MAPT"
"S100B","NDRG1"
"S100B","S100A1"
"S100B","S100A11"
"S100B","S100A6"
"S100B","STK38"
"S100B","TNIP1"
"S100P","CACYBP"
"S1PR1","CAV1"
"S1PR1","GNAI1"
"S1PR1","PDGFRB"
"S1PR2","GNA13"
"S1PR2","GNAI1"
"S1PR2","GNAQ"
"S1PR3","GNA13"
"S1PR3","GNAQ"
"S1PR4","GNA12"
"S1PR4","GNA13"
"S1PR4","GNAI1"
"S1PR5","GNAI1"
"SAA1","COL4A2"
"SAA1","COL4A3"
"SAA1","COL4A4"
"SAA1","LAMA1"
"SAAL1","SNW1"
"SACS","ZNRD1"
"SAFB","CDC37"
"SAFB","CHD1"
"SAFB","MAP1LC3B"
"SAFB","POLR2A"
"SAFB","SAFB2"
"SAFB","TAF15"
"SAFB2","SORBS3"
"SALL1","HDAC1"
"SALL1","HDAC2"
"SAP30","HDAC2"
"SAP30","SIN3A"
"SAP30BP","SUPT5H"
"SATB1","BAZ1A"
"SATB1","EP300"
"SATB1","HDAC1"
"SATB1","KAT2B"
"SATB1","SMARCA5"
"SAV1","AKAP8"
"SBF1","SUV39H1"
"SCAF1","UBQLN4"
"SCAMP1","ITSN1"
"SCAMP1","SCAMP2"
"SCAMP1","UBE3A"
"SCAMP2","ARIH2"
"SCAPER","MEGF10"
"SCARB1","PEX5"
"SCFD1","DLST"
"SCFD1","VCL"
"SCFD1","XRN2"
"SCG5","UBQLN4"
"SCMH1","LYPLA2"
"SCMH1","PHC1"
"SCN8A","MAPK14"
"SCNM1","MCM6"
"SCNN1A","NEDD4"
"SCNN1A","UBE2I"
"SCNN1B","NEDD4"
"SCNN1G","NEDD4"
"SCT","VIPR1"
"SCTR","CALM1"
"SCTR","PRKCA"
"SCYL1","COIL"
"SDC1","CTSG"
"SDC1","IGFBP7"
"SDC1","MDK"
"SDC1","MMP14"
"SDC1","PTN"
"SDC1","SDCBP"
"SDC2","CASK"
"SDC2","EPHB2"
"SDC2","EZR"
"SDC2","FN1"
"SDC2","HGF"
"SDC2","NF1"
"SDC2","PRKCA"
"SDC2","REG3A"
"SDC2","SDCBP"
"SDC2","SPARC"
"SDC2","TGFB1"
"SDC2","TNFSF13"
"SDC3","COL5A1"
"SDC3","CSK"
"SDC3","FYN"
"SDC3","LCK"
"SDC3","PTN"
"SDC3","TUBA1A"
"SDC3","TUBB2A"
"SDC4","CXCR4"
"SDC4","MDK"
"SDC4","PRKCD"
"SDC4","SDCBP"
"SDCBP","CADM1"
"SDCBP","EPHB2"
"SDCBP","GRIA1"
"SDCBP","NF2"
"SDCBP","RNF11"
"SDCBP","STX1A"
"SDCBP","ULK1"
"SDCBP2","BEND7"
"SDCBP2","PRR13"
"SDCCAG3","VIM"
"SDF4","ANXA7"
"SDF4","RAP1B"
"SDF4","RCC1"
"SDF4","TK1"
"SDHC","ARHGDIA"
"SEC13","SEC31A"
"SEC31A","TNNT1"
"SEC61B","TNFRSF1A"
"SECISBP2","ATXN7L3"
"SELE","CD44"
"SELE","FLNA"
"SELE","GLG1"
"SELE","PLCG1"
"SELE","PTPN11"
"SELE","PXN"
"SELE","SELPLG"
"SELE","SERPING1"
"SELE","VCL"
"SELENBP1","TRIP13"
"SELL","CD4"
"SELL","CFH"
"SELL","EMCN"
"SELL","MSN"
"SELL","SELE"
"SELL","SELPLG"
"SELP","AP1M1"
"SELP","FUT4"
"SELP","GP1BA"
"SELP","SELPLG"
"SELP","SERPING1"
"SELP","VCAN"
"SELPLG","BACE1"
"SELPLG","CTSG"
"SELPLG","SYK"
"SEMA4C","NCDN"
"SEMA4D","CD72"
"SEMA4F","DLG4"
"SEMA5B","ANXA7"
"SEMA5B","FAM118B"
"SEMA5B","MRPL44"
"SEMA5B","NUDT21"
"SEMA5B","SPRY2"
"SEMA6A","SH3RF1"
"SEMA6A","SORBS1"
"SEMG1","KLK2"
"SENP2","CDK5RAP2"
"SENP2","PML"
"SENP2","SUMO1"
"SENP3","EP300"
"SEPHS1","IGSF21"
"SEPT2","DAZAP2"
"SEPT2","STMN1"
"SEPT2","STX1A"
"SEPT3","MAPK6"
"SEPT3","WBP2"
"SEPT4","SNCAIP"
"SEPT5","MAPK6"
"SEPT5","SEPT4"
"SEPT5","STX1A"
"SEPT8","PPHLN1"
"SERBP1","PIAS1"
"SERBP1","PIAS3"
"SERBP1","TDG"
"SERF2","QKI"
"SERPINA4","GADD45G"
"SERPINA4","MAPK6"
"SERPINA4","TNNT1"
"SERPINA5","KLK3"
"SERPINA5","PLAT"
"SERPINA5","PLAU"
"SERPINB13","PRTN3"
"SERPINB8","CAP1"
"SERPINB8","PRSS1"
"SERPINB9","COPS6"
"SERPINB9","PRPF40A"
"SERPINB9","SETDB1"
"SERPINC1","KLK6"
"SERPINC1","PLG"
"SERPINE1","ACTN4"
"SERPINE1","IGFBP5"
"SERPINE1","KLK2"
"SERPINE1","LRP1"
"SERPINE1","MMP3"
"SERPINE1","PLAT"
"SERPINE1","PLAU"
"SERPINE1","UBQLN4"
"SERPINE2","COL4A1"
"SERPINE2","COL4A2"
"SERPINE2","COL4A3"
"SERPINF2","TGM2"
"SERPING1","C1R"
"SERPING1","C1S"
"SERPING1","MASP1"
"SERPINH1","CEP70"
"SERPINH1","FEZ1"
"SERPINH1","VCL"
"SERTAD2","TRIM28"
"SET","ANP32A"
"SET","EP300"
"SET","HIST2H4A"
"SET","HIST3H3"
"SET","HMGB2"
"SET","TAF1A"
"SETD2","ATXN1"
"SETD5","CCDC85B"
"SETD7","HCFC1"
"SETD7","TAF10"
"SETDB1","CBX8"
"SETDB1","CDKN1A"
"SETDB1","HDAC1"
"SETDB1","HDAC2"
"SETDB1","HIST3H3"
"SETDB1","PIAS4"
"SETDB1","RASGRF2"
"SETDB1","SIN3A"
"SETDB1","SIN3B"
"SETDB1","SNIP1"
"SETDB1","TCERG1"
"SETDB1","TRIM16"
"SF1","RBPMS"
"SF1","TAF15"
"SF1","TCERG1"
"SF3A1","SMURF1"
"SF3A2","HTATSF1"
"SF3A2","SF3A1"
"SF3A3","ADAP1"
"SF3B1","DYRK1A"
"SF3B1","EP300"
"SF3B1","SNIP1"
"SF3B1","TCERG1"
"SF3B1","U2AF2"
"SF3B2","C8orf33"
"SF3B2","TCERG1"
"SF3B3","MPP3"
"SF3B3","NOL12"
"SF3B3","TAF9"
"SF3B3","YWHAG"
"SF3B4","FAM115A"
"SF3B4","MAPK9"
"SF3B4","SS18L1"
"SF3B4","STK19"
"SF3B4","TCERG1"
"SFI1","KRT19"
"SFMBT1","PHC1"
"SFMBT1","PHC2"
"SFN","GPRIN2"
"SFN","HDAC5"
"SFN","PLEKHF2"
"SFN","YWHAG"
"SFPQ","SIN3A"
"SFPQ","SMAD5"
"SFPQ","TOP1"
"SFRP1","WNT1"
"SFRP1","WNT2"
"SGK1","KPNA2"
"SGK1","MAPK7"
"SGK1","NEDD4"
"SGK1","PDK2"
"SGK3","GSK3B"
"SGK3","PDPK1"
"SGSM2","CA12"
"SGSM2","CHD3"
"SGSM2","ILF2"
"SGSM2","KHDRBS3"
"SGSM2","MPP1"
"SGSM2","PNO1"
"SGSM2","PTN"
"SGTA","EFEMP1"
"SGTA","HSP90AA1"
"SGTA","NME3"
"SGTA","SRGN"
"SGTA","TMPO"
"SGTB","RAI2"
"SGTB","TMPO"
"SH2B1","NTRK1"
"SH2B2","AKT1"
"SH2B2","CBL"
"SH2B2","GRB2"
"SH2B2","LYN"
"SH2B2","PDLIM7"
"SH2B2","SORBS1"
"SH2B3","FLNA"
"SH2D2A","LCK"
"SH2D2A","MAP3K2"
"SH2D3A","BCAR1"
"SH2D3C","BCAR1"
"SH2D3C","MAPK1"
"SH2D3C","NEDD9"
"SH2D3C","SNCAIP"
"SH3BP1","HCK"
"SH3BP1","RHOA"
"SH3BP2","FYN"
"SH3BP2","LAT"
"SH3BP2","LCK"
"SH3BP2","PLCG1"
"SH3BP2","PLCG2"
"SH3BP2","VAV1"
"SH3BP2","VAV3"
"SH3BP5","MAPK8"
"SH3BP5","MAPK9"
"SH3D19","ADAM15"
"SH3D19","SOS2"
"SH3GL1","DNM1"
"SH3GL1","HGS"
"SH3GL1","ITCH"
"SH3GL1","KPNA3"
"SH3GL1","LGALS3"
"SH3GL1","PTPN23"
"SH3GL1","SH3D19"
"SH3GL1","VIM"
"SH3GL2","SH3GL1"
"SH3GL3","AES"
"SH3GL3","ATXN2"
"SH3GL3","C11orf68"
"SH3GL3","CALCOCO1"
"SH3GL3","CRIP1"
"SH3GL3","FAM173A"
"SH3GL3","HTT"
"SH3GL3","NDUFB9"
"SH3GL3","RER1"
"SH3GL3","SEPT8"
"SH3GL3","SH3GL2"
"SH3GL3","SH3KBP1"
"SH3GL3","SNRPN"
"SH3GLB1","SH3KBP1"
"SH3KBP1","CBLB"
"SH3KBP1","NEDD4"
"SH3KBP1","PABPN1"
"SH3KBP1","TAF6"
"SH3KBP1","UBB"
"SH3PXD2A","PLA2G4A"
"SH3RF1","SIAH1"
"SHANK1","ABCA1"
"SHANK1","ARHGEF7"
"SHANK1","BAIAP2"
"SHANK1","DLG4"
"SHANK1","HOMER1"
"SHANK1","RPS6KA2"
"SHANK1","RPS6KA3"
"SHANK1","SHARPIN"
"SHANK1","SPTAN1"
"SHANK1","TANC1"
"SHANK2","ARHGEF7"
"SHANK2","CTTN"
"SHANK2","DLG4"
"SHANK2","DLGAP1"
"SHANK2","SLC9A3"
"SHB","CRK"
"SHB","GRAP2"
"SHB","PLCG1"
"SHBG","APEH"
"SHBG","DSTN"
"SHBG","SNAPIN"
"SHBG","UBE3A"
"SHC1","AP2A1"
"SHC1","APP"
"SHC1","C11orf58"
"SHC1","CALD1"
"SHC1","CBL"
"SHC1","CBLB"
"SHC1","CBLC"
"SHC1","CDH5"
"SHC1","DAG1"
"SHC1","DUSP23"
"SHC1","EGFR"
"SHC1","GRAP"
"SHC1","GRB2"
"SHC1","ILK"
"SHC1","IRS1"
"SHC1","MAPKAPK2"
"SHC1","NPM1"
"SHC1","NUDT21"
"SHC1","PIK3R1"
"SHC1","PPP2R5A"
"SHC1","PRKCA"
"SHC1","PTK2"
"SHC1","PTPN2"
"SHC1","RAPGEF1"
"SHC1","RASA1"
"SHC1","SUV39H2"
"SHC1","TPR"
"SHC3","APP"
"SHC3","EGFR"
"SHC3","GRB2"
"SHC3","SH3GL3"
"SHH","GAS1"
"SHKBP1","YWHAG"
"SHPRH","LPP"
"SHPRH","YWHAG"
"SIAH1","PEG10"
"SIAH1","UBE2D1"
"SIAH2","UBE2I"
"SIAH2","UBE2L6"
"SIGIRR","IRAK1"
"SIGIRR","TRAF6"
"SIGLEC10","FLNA"
"SIGMAR1","ANK2"
"SIGMAR1","ITPR3"
"SIL1","PIP4K2A"
"SIN3A","CBFA2T2"
"SIN3A","CTBP1"
"SIN3A","MAD1L1"
"SIN3A","MORF4L2"
"SIN3A","PHF12"
"SIN3A","SAP30"
"SIN3B","SETDB1"
"SIPA1","PLCB3"
"SIRPA","JAK2"
"SIRPA","NOL3"
"SIRPA","PRC1"
"SIRPA","TRIM2"
"SIRT1","EP300"
"SIRT2","KAT2A"
"SIRT6","UBE2D1"
"SIVA1","ABL2"
"SIVA1","BCL2L1"
"SIX1","DACH1"
"SIX1","EYA2"
"SIX2","EYA3"
"SIX3","GMNN"
"SIX3","NR4A3"
"SIX3","PAX6"
"SIX5","EYA3"
"SIX5","SRF"
"SKAP2","HCK"
"SKAP2","PRAM1"
"SKAP2","TGFBR1"
"SKI","GLI2"
"SKI","GLI3"
"SKI","JUN"
"SKI","MECP2"
"SKI","NCOR1"
"SKI","NFIX"
"SKI","SIN3A"
"SKIL","ASCC3"
"SKIL","CDC27"
"SKIL","HEYL"
"SKIL","HIPK1"
"SKIL","KRT81"
"SKIL","NCOR1"
"SKIL","NCOR2"
"SKIL","PIAS1"
"SKIL","PIAS3"
"SKIL","PYCR2"
"SKIL","RNF4"
"SKIL","SETDB1"
"SKIL","SKI"
"SKIL","SMAD1"
"SKIL","SMAD2"
"SKIL","SMAD3"
"SKIL","SMAD4"
"SKIL","SNRNP70"
"SKIL","SVEP1"
"SKIL","TDG"
"SKIL","TRAK1"
"SKIL","TRIM62"
"SKIL","TTF2"
"SKIL","UBE2I"
"SKIL","ZBTB6"
"SKIL","ZMYM2"
"SKIL","ZMYM5"
"SKIV2L2","EXOSC5"
"SKP1","CCNA2"
"SKP1","CENPE"
"SKP1","FBXO4"
"SKP1","SKP2"
"SKP1","TBL1X"
"SKP2","CCNA2"
"SKP2","CCNT1"
"SKP2","CDC34"
"SKP2","CDK2"
"SKP2","CDKN1C"
"SKP2","CUL1"
"SKP2","CUL4A"
"SLA","LAT"
"SLA","PAFAH1B2"
"SLA","VAV1"
"SLA2","CBL"
"SLAMF1","FYN"
"SLC18A2","CSNK2A2"
"SLC22A5","SLC9A3R2"
"SLC25A6","KARS"
"SLC25A6","PLSCR1"
"SLC25A6","STRN4"
"SLC25A6","VIM"
"SLC27A6","CHD3"
"SLC27A6","CUTC"
"SLC27A6","GNB2L1"
"SLC27A6","TMEM62"
"SLC27A6","VIM"
"SLC2A1","GAPDH"
"SLC2A1","PTK2B"
"SLC2A1","SUMO1"
"SLC2A1","UBE2I"
"SLC34A1","HPCAL1"
"SLC34A1","PEX19"
"SLC35E1","ABCF3"
"SLC35E1","LAMA3"
"SLC39A7","TNFRSF1A"
"SLC3A2","EGFR"
"SLC4A3","PRKCE"
"SLC4A7","YWHAB"
"SLC4A8","CA2"
"SLC6A3","SNCA"
"SLC6A3","TGFB1I1"
"SLC8A1","PPP3CB"
"SLC8A1","YWHAB"
"SLC8A1","YWHAE"
"SLC8A2","YWHAB"
"SLC9A3","MAST2"
"SLC9A3","SLC9A3R2"
"SLC9A3R1","AKAP10"
"SLC9A3R1","ATP6V1B1"
"SLC9A3R1","CFTR"
"SLC9A3R1","CTNNB1"
"SLC9A3R1","EZR"
"SLC9A3R1","NF2"
"SLC9A3R1","NOS2"
"SLC9A3R1","PAG1"
"SLC9A3R1","PLCB1"
"SLC9A3R1","PLCB2"
"SLC9A3R1","RDX"
"SLC9A3R1","SLC22A5"
"SLC9A3R1","SLC22A9"
"SLC9A3R1","SLC4A8"
"SLC9A3R1","SLCO1A2"
"SLC9A3R1","TBC1D10A"
"SLC9A3R1","YAP1"
"SLC9A3R2","ATP2B2"
"SLC9A3R2","PLCB3"
"SLC9A3R2","SGK1"
"SLC9A3R2","SIAH1"
"SLC9A3R2","TAZ"
"SLC9A3R2","WWTR1"
"SLIT1","ATN1"
"SLIT2","ROBO2"
"SLPI","GRN"
"SLPI","PLSCR1"
"SMAD1","AR"
"SMAD1","BTBD2"
"SMAD1","CBX4"
"SMAD1","EP300"
"SMAD1","FHL5"
"SMAD1","FRZB"
"SMAD1","GLI3"
"SMAD1","HECW2"
"SMAD1","HOXA13"
"SMAD1","HOXC8"
"SMAD1","KAT2B"
"SMAD1","LEF1"
"SMAD1","MEN1"
"SMAD1","MGA"
"SMAD1","MKL2"
"SMAD1","PREB"
"SMAD1","PSMB4"
"SMAD1","RFX1"
"SMAD1","SMAD3"
"SMAD1","SMAD5"
"SMAD1","SMARCE1"
"SMAD1","SMURF1"
"SMAD1","SNIP1"
"SMAD1","SOX5"
"SMAD1","SUV39H1"
"SMAD1","TCF20"
"SMAD1","TTF1"
"SMAD1","ZBTB44"
"SMAD1","ZEB2"
"SMAD1","ZNF184"
"SMAD1","ZNF423"
"SMAD1","ZNF510"
"SMAD1","ZNF521"
"SMAD1","ZNF76"
"SMAD2","BAZ1A"
"SMAD2","BTBD2"
"SMAD2","CREBBP"
"SMAD2","DCUN1D1"
"SMAD2","DYNC1H1"
"SMAD2","E2F4"
"SMAD2","EP300"
"SMAD2","FOXH1"
"SMAD2","FOXO3"
"SMAD2","GATAD2B"
"SMAD2","GLI3"
"SMAD2","GSC"
"SMAD2","JUN"
"SMAD2","LEMD3"
"SMAD2","LITAF"
"SMAD2","LMO2"
"SMAD2","MED15"
"SMAD2","MEF2A"
"SMAD2","MEF2C"
"SMAD2","MYC"
"SMAD2","NCOA6"
"SMAD2","NFYC"
"SMAD2","PAXIP1"
"SMAD2","PEX19"
"SMAD2","PIAS4"
"SMAD2","RBL1"
"SMAD2","RPS14"
"SMAD2","RUNX2"
"SMAD2","RXRA"
"SMAD2","SKI"
"SMAD2","SMAD3"
"SMAD2","SMURF1"
"SMAD2","SNIP1"
"SMAD2","SNW1"
"SMAD2","SP1"
"SMAD2","TGIF1"
"SMAD2","TP53"
"SMAD2","ZEB1"
"SMAD2","ZEB2"
"SMAD2","ZMYND11"
"SMAD2","ZNF41"
"SMAD2","ZNHIT6"
"SMAD3","AR"
"SMAD3","ATF2"
"SMAD3","BRCA1"
"SMAD3","CDK2"
"SMAD3","CEBPB"
"SMAD3","CREBBP"
"SMAD3","CSH2"
"SMAD3","CTCF"
"SMAD3","CXXC5"
"SMAD3","DACH1"
"SMAD3","E2F4"
"SMAD3","EID2"
"SMAD3","EP300"
"SMAD3","EPAS1"
"SMAD3","FOS"
"SMAD3","FOXG1"
"SMAD3","FOXH1"
"SMAD3","FOXO1"
"SMAD3","FOXO3"
"SMAD3","FOXO4"
"SMAD3","GLI3"
"SMAD3","GTF2IRD1"
"SMAD3","HEY1"
"SMAD3","HEYL"
"SMAD3","HIVEP1"
"SMAD3","JUND"
"SMAD3","KAT2B"
"SMAD3","LEF1"
"SMAD3","MAX"
"SMAD3","MBD1"
"SMAD3","MCM3AP"
"SMAD3","MEN1"
"SMAD3","NCOA6"
"SMAD3","NFYC"
"SMAD3","PIAS3"
"SMAD3","PML"
"SMAD3","PRDM4"
"SMAD3","RBL1"
"SMAD3","RBX1"
"SMAD3","RNF111"
"SMAD3","RUNX2"
"SMAD3","RUNX3"
"SMAD3","SF3A1"
"SMAD3","SKI"
"SMAD3","SMAD1"
"SMAD3","SMURF1"
"SMAD3","SP1"
"SMAD3","SRY"
"SMAD3","TFE3"
"SMAD3","TP73"
"SMAD3","YBX1"
"SMAD3","ZEB1"
"SMAD3","ZEB2"
"SMAD3","ZMYM2"
"SMAD3","ZNF184"
"SMAD3","ZNF329"
"SMAD3","ZNF83"
"SMAD4","AR"
"SMAD4","ATF2"
"SMAD4","CEBPB"
"SMAD4","CREBBP"
"SMAD4","CTCF"
"SMAD4","DACH1"
"SMAD4","DCP1A"
"SMAD4","EP300"
"SMAD4","FBXO34"
"SMAD4","FOXH1"
"SMAD4","FOXO1"
"SMAD4","FOXO3"
"SMAD4","FOXO4"
"SMAD4","GLI3"
"SMAD4","HMG20A"
"SMAD4","JUNB"
"SMAD4","JUND"
"SMAD4","MEF2A"
"SMAD4","PIAS1"
"SMAD4","PIAS2"
"SMAD4","PIAS3"
"SMAD4","PRKAR1B"
"SMAD4","RBL1"
"SMAD4","SKI"
"SMAD4","SMAD1"
"SMAD4","SMAD2"
"SMAD4","SMAD3"
"SMAD4","SMAD5"
"SMAD4","SNIP1"
"SMAD4","SP1"
"SMAD4","TDG"
"SMAD4","UBE2I"
"SMAD4","UBE2L3"
"SMAD4","UHRF2"
"SMAD4","ZBTB44"
"SMAD4","ZMYM2"
"SMAD4","ZNF423"
"SMAD4","ZNF521"
"SMAD5","HOXD13"
"SMAD5","MEN1"
"SMAD5","SMAD1"
"SMAD5","SMURF1"
"SMAD5","SOX5"
"SMAD5","SOX7"
"SMAD5","SUV39H1"
"SMAD5","ZBTB44"
"SMAD5","ZEB2"
"SMAD5","ZNF184"
"SMAD6","HOXC8"
"SMAD6","SMAD7"
"SMAD6","SMURF1"
"SMAD7","ASH1L"
"SMAD7","EP300"
"SMAD7","HEYL"
"SMAD7","MBD1"
"SMAD7","SMAD6"
"SMAD7","SMURF1"
"SMAD7","SOX13"
"SMAD7","SOX5"
"SMAD7","SOX7"
"SMAD7","TTF1"
"SMAD7","ZBTB11"
"SMAD7","ZNF107"
"SMAD9","AFF1"
"SMAD9","ARHGAP9"
"SMAD9","ARID1B"
"SMAD9","ARNT"
"SMAD9","BAZ1A"
"SMAD9","CAMSAP1"
"SMAD9","DNAJC7"
"SMAD9","E4F1"
"SMAD9","EXPH5"
"SMAD9","FLI1"
"SMAD9","HEY1"
"SMAD9","HEYL"
"SMAD9","LEMD3"
"SMAD9","LMO4"
"SMAD9","LNPEP"
"SMAD9","MGA"
"SMAD9","MTMR10"
"SMAD9","PELP1"
"SMAD9","PIR"
"SMAD9","PPARD"
"SMAD9","SF3B1"
"SMAD9","SMAD2"
"SMAD9","SMAD3"
"SMAD9","SMAD4"
"SMAD9","SNRNP70"
"SMAD9","SVEP1"
"SMAD9","TRIM29"
"SMAD9","UBE3A"
"SMAD9","XAB2"
"SMAD9","ZEB2"
"SMAD9","ZNF557"
"SMAD9","ZNF592"
"SMAD9","ZNF8"
"SMAD9","ZSCAN4"
"SMARCA2","ARID1B"
"SMARCA2","MECP2"
"SMARCA2","SS18"
"SMARCA4","AHR"
"SMARCA4","CHD4"
"SMARCA4","CREB1"
"SMARCA4","ETS2"
"SMARCA4","IKZF1"
"SMARCA4","RB1"
"SMARCA4","RELB"
"SMARCA4","RFXAP"
"SMARCA4","SMARCB1"
"SMARCA4","TMF1"
"SMARCA5","BAZ1B"
"SMARCA5","BAZ2A"
"SMARCB1","CEBPB"
"SMARCB1","MAP1LC3B"
"SMARCB1","MECP2"
"SMARCB1","PPP1R15A"
"SMARCB1","RB1"
"SMARCB1","RELB"
"SMARCB1","SMARCA4"
"SMARCC1","CEBPB"
"SMARCC1","RELB"
"SMARCC1","SIN3A"
"SMARCC1","SMARCA4"
"SMARCC2","BAZ1B"
"SMARCC2","POLR2A"
"SMARCC2","RELB"
"SMARCD1","CALCOCO2"
"SMARCD1","CCDC85B"
"SMARCD1","USHBP1"
"SMARCD3","CCNE1"
"SMARCD3","FANCA"
"SMARCD3","SMARCC1"
"SMARCE1","BAZ1B"
"SMARCE1","NCOA2"
"SMARCE1","NCOA3"
"SMARCE1","RELB"
"SMARCE1","SMAD1"
"SMC1A","ATM"
"SMC1A","BLM"
"SMC1A","MDC1"
"SMC1A","MSH2"
"SMC1A","NDC80"
"SMC1A","RAD21"
"SMC1A","SMC3"
"SMC5","TK1"
"SMG1","PRKCI"
"SMG5","UPF1"
"SMG7","SMG5"
"SMN1","ADAMTS10"
"SMN1","ATP6V1A"
"SMN1","C19orf60"
"SMN1","COIL"
"SMN1","DDAH2"
"SMN1","DDX20"
"SMN1","DHX9"
"SMN1","FAM20C"
"SMN1","GEMIN5"
"SMN1","HNRNPU"
"SMN1","INPP5K"
"SMN1","KPNB1"
"SMN1","MED31"
"SMN1","MKI67"
"SMN1","MSH2"
"SMN1","NKIRAS2"
"SMN1","NMT2"
"SMN1","POLR2A"
"SMN1","RBBP4"
"SMN1","RPL13"
"SMN1","SDF4"
"SMN1","SEMA5B"
"SMN1","SYNCRIP"
"SMN1","TAF1C"
"SMN1","TLE1"
"SMN1","WDR18"
"SMN1","WDR73"
"SMN1","WDYHV1"
"SMN1","ZRANB2"
"SMN2","DDX20"
"SMN2","DHX9"
"SMN2","POLR2A"
"SMO","PTCH1"
"SMPD1","ASAH1"
"SMPD3","GDF9"
"SMPD3","PLEKHM1"
"SMPD3","XRCC6"
"SMURF2","HDGFRP3"
"SMURF2","ING2"
"SMURF2","N4BP3"
"SMURF2","NEK6"
"SMURF2","NRAS"
"SMURF2","RAB13"
"SMURF2","RAB14"
"SMURF2","RAB17"
"SMURF2","RAB22A"
"SMURF2","RAB25"
"SMURF2","RAN"
"SMURF2","RNF11"
