"cause","effect"
"TRIM24","GTF2E1"
"TRIM24","TAF11"
"TRIM24","TAF1B"
"TRIM24","TAF1C"
"TRIM24","TAF7"
"TRIM24","TRIM33"
"TRIM27","EID1"
"TRIM27","RB1"
"TRIM28","CBX1"
"TRIM28","CBX5"
"TRIM28","SERTAD2"
"TRIM32","MID2"
"TRIM37","MCM10"
"TRIM37","MCRS1"
"TRIM37","NUDT18"
"TRIM37","PNKP"
"TRIM37","RHPN1"
"TRIM39","TRIM17"
"TRIM46","AK5"
"TRIM5","TRIM6"
"TRIO","PTK2"
"TRIP11","RB1"
"TRIP12","ATF7IP"
"TRIP6","ATXN1"
"TRIP6","FAM46C"
"TRIP6","FHL3"
"TRIP6","ILF3"
"TRIP6","KIAA1683"
"TRIP6","PDLIM4"
"TRMT2A","ANXA7"
"TRMT2A","CDK4"
"TRMT2A","GADD45G"
"TRMT2A","PIN1"
"TRMT2A","TK1"
"TRPC1","BMPR2"
"TRPC1","PKD2"
"TRPC3","NAPA"
"TRPC3","PLCB1"
"TRPC3","PLCB3"
"TRPC3","PRKCA"
"TRPC3","PRKG1"
"TRPC3","SLC8A1"
"TRPC3","TRPC1"
"TRPC3","VAMP2"
"TRPC4","SLC9A3R1"
"TRPC4","TJP1"
"TRPC4","TRPC1"
"TRPC4AP","IKBKG"
"TRPC6","FYN"
"TRPC6","TRPC3"
"TRPM7","HIST3H3"
"TRPV4","CALM1"
"TRPV4","HCK"
"TRPV4","PACSIN1"
"TRPV6","MDFI"
"TRRAP","EP400"
"TSC1","TSC2"
"TSC1","YWHAB"
"TSC1","YWHAG"
"TSC22D1","UBE2D1"
"TSC22D4","GORASP2"
"TSC22D4","NIF3L1"
"TSG101","AATF"
"TSG101","DAXX"
"TSG101","MDM2"
"TSG101","TNNT3"
"TSG101","VPS28"
"TSG101","VPS37C"
"TSHR","FN1"
"TSHR","GNAI1"
"TSHR","GNAI2"
"TSHR","JAK1"
"TSHR","JAK2"
"TSHR","PIK3R1"
"TSHR","RABAC1"
"TSNAX","AKAP9"
"TSPAN15","RGS2"
"TSPAN3","CLDN11"
"TSPAN4","CD46"
"TSPAN4","CD81"
"TSPAN4","ITGA6"
"TSPAN4","ITGB1"
"TSPYL2","CDK2"
"TSPYL2","COIL"
"TSPYL4","CCDC85B"
"TSSK1B","TGFBR1"
"TSSK1B","TGFBR2"
"TTC17","ACVR1"
"TTC17","SMURF1"
"TTC27","ACVR1"
"TTC3","UBE3A"
"TTF1","BAZ2A"
"TTF1","NFATC3"
"TTF1","SMAD7"
"TTF2","CDC5L"
"TTF2","DCP1A"
"TTF2","DRAP1"
"TTF2","KIF4A"
"TTF2","MYB"
"TTF2","MYBL2"
"TTF2","SMAD1"
"TTF2","SMAD7"
"TTN","ACTN1"
"TTN","CAPN3"
"TTN","CRYAB"
"TTN","NBR1"
"TTR","TAF1C"
"TUB","ABL1"
"TUBA1A","CDKN1A"
"TUBA1A","GEMIN7"
"TUBA1A","GNAI2"
"TUBA1A","KEL"
"TUBA1A","S100A8"
"TUBA1A","TUBB"
"TUBA1B","PFDN5"
"TUBA1B","PTP4A1"
"TUBA1B","TUBG1"
"TUBA3C","SIAH1"
"TUBA4A","BCAR1"
"TUBA4A","C4orf17"
"TUBA4A","DPYSL2"
"TUBA4A","HSPH1"
"TUBA4A","MAP1LC3A"
"TUBA4A","RAB8B"
"TUBA4A","RACGAP1"
"TUBA4A","RBM23"
"TUBA4A","SIRT2"
"TUBA4A","YWHAG"
"TUBB","DYNLL1"
"TUBB","MAP4"
"TUBB","MAPT"
"TUBB","PLK1"
"TUBB","TGM2"
"TUBB","TTK"
"TUBB2A","PLK1"
"TUBB2A","TBCD"
"TUBB2A","TK1"
"TUBB2B","ANXA7"
"TUBB2B","C7orf25"
"TUBB2B","DLEU1"
"TUBB2B","LAMA4"
"TUBB2B","PSMD11"
"TUBB2B","PSME1"
"TUBB2B","SERPINB9"
"TUBB3","CDKN1A"
"TUBG1","KRT18"
"TUBG1","KRT19"
"TUBG1","PLK1"
"TUBG1","TUBGCP3"
"TUBG2","TUBGCP3"
"TUBGCP3","AKAP9"
"TUBGCP4","CCDC85B"
"TUBGCP4","MAD1L1"
"TUBGCP4","USHBP1"
"TWF1","BMPR2"
"TWF2","ARHGDIA"
"TWIST1","HOXA5"
"TXK","FYN"
"TXK","LCP2"
"TXK","YTHDC1"
"TXLNA","IKBKG"
"TXN","APEX1"
"TXN","COPS5"
"TXN","GFER"
"TXN","TXNIP"
"TXNDC17","DYNLL1"
"TXNDC9","IKBKAP"
"TXNIP","FHL1"
"TXNL4A","HNRNPF"
"TXNRD1","TXNDC17"
"TYK2","CRKL"
"TYK2","DNM2"
"TYK2","FYN"
"TYK2","GNB2L1"
"TYK2","JAKMIP1"
"TYK2","PTPRC"
"TYK2","STAM2"
"TYK2","TK1"
"TYK2","VAV1"
"TYK2","XRCC5"
"TYRO3","FYN"
"TYRO3","GAS6"
"TYRO3","PIK3R1"
"TYRO3","PROS1"
"TYROBP","SYK"
"TYROBP","ZAP70"
"U2AF1","ZRANB2"
"U2AF2","PRPF40A"
"U2AF2","PUF60"
"U2AF2","SF1"
"U2AF2","SRPK1"
"UACA","MED14"
"UBA2","UBE2I"
"UBA3","NEDD8"
"UBA52","ACVR1"
"UBA52","HGS"
"UBA52","RNF11"
"UBA52","SMURF1"
"UBA52","UBE2D3"
"UBA52","USP7"
"UBAP2L","ATXN1"
"UBAP2L","TLN1"
"UBAP2L","VCL"
"UBASH3B","UBB"
"UBB","ATXN3"
"UBB","CDC34"
"UBB","CDT1"
"UBB","DUSP1"
"UBB","EPS15"
"UBB","HGS"
"UBB","IKBKG"
"UBB","MDM2"
"UBB","PCNA"
"UBB","PIN1"
"UBB","RAD23A"
"UBB","RAD23B"
"UBB","RNF11"
"UBB","SH3KBP1"
"UBB","SKP2"
"UBB","SMURF1"
"UBB","SNCAIP"
"UBB","SQSTM1"
"UBB","TRIM37"
"UBC","OTUD7B"
"UBC","PSMD4"
"UBC","SQSTM1"
"UBE2A","CDK2"
"UBE2A","RAD18"
"UBE2B","MED31"
"UBE2C","ANAPC2"
"UBE2D1","UBE3A"
"UBE2D2","PJA1"
"UBE2D3","DBN1"
"UBE2D3","MKRN1"
"UBE2D3","UBE3A"
"UBE2E2","RNF8"
"UBE2G1","UBE2E1"
"UBE2G1","UBE3A"
"UBE2G2","CUL9"
"UBE2G2","UBE3A"
"UBE2I","CBX4"
"UBE2I","CHMP4B"
"UBE2I","EP300"
"UBE2I","HDAC1"
"UBE2I","PIAS1"
"UBE2I","PIAS2"
"UBE2I","SIAH2"
"UBE2I","SUMO1"
"UBE2L3","NEDD4"
"UBE2L3","RNF144A"
"UBE2L6","SPEN"
"UBE2L6","UBE3A"
"UBE2N","AURKA"
"UBE2N","RNF11"
"UBE2R2","ARHGDIA"
"UBE2R2","CSNK2A1"
"UBE2V2","IGSF21"
"UBE2W","MKRN1"
"UBE2Z","SRA1"
"UBE3A","POLE4"
"UBE3A","TRIM65"
"UBE3A","UBE2D1"
"UBE3A","UBE2D3"
"UBE3A","UBE2E1"
"UBE4B","CASP3"
"UBL4A","KPNB1"
"UBOX5","UBE2E2"
"UBQLN1","CD99"
"UBQLN1","CSTF2"
"UBQLN1","EFEMP2"
"UBQLN1","HGS"
"UBQLN1","NBL1"
"UBQLN1","PLA2G16"
"UBQLN1","PRPF40A"
"UBQLN1","TRIM32"
"UBQLN2","RPN1"
"UBQLN2","UBE3A"
"UBQLN4","CCDC33"
"UBQLN4","CPSF6"
"UBQLN4","CSTF2"
"UBQLN4","DMPK"
"UBQLN4","HGS"
"UBQLN4","IMPDH2"
"UBQLN4","KLHL26"
"UBQLN4","MDM2"
"UBQLN4","OAT"
"UBQLN4","PBXIP1"
"UBQLN4","PLA2G16"
"UBQLN4","RAI2"
"UBQLN4","RBM10"
"UBQLN4","RNPS1"
"UBQLN4","ZDHHC3"
"UBR1","ARL4D"
"UBR1","BCL2L1"
"UBR1","BTBD2"
"UBR1","DNAJB11"
"UBR1","FTH1"
"UBR1","GSK3B"
"UBR1","LAMA4"
"UBR1","NDUFA4L2"
"UBR1","SERPINB9"
"UBR1","SPRY2"
"UBR1","UBE2A"
"UBR5","CIB1"
"UBR5","KPNA1"
"UBR5","KPNA2"
"UBR5","KPNB1"
"UBR5","MAPK1"
"UBR5","TOPBP1"
"UBTF","CD3EAP"
"UBTF","MAD1L1"
"UBTF","RB1"
"UBXN1","ACVR1"
"UBXN1","SMURF1"
"UBXN11","RND2"
"UBXN11","ZFYVE9"
"UCHL1","COPS5"
"UCHL3","ATXN7L3"
"UCHL3","NEDD8"
"UCN3","CRHR1"
"UCP2","YWHAG"
"UCP3","YWHAB"
"UCP3","YWHAG"
"UFD1L","TAF1C"
"UFM1","ARHGDIA"
"UFM1","GSK3B"
"UFM1","RPS6KA6"
"UGP2","ARIH2"
"UNC119","ANKRD24"
"UNC119","ANXA3"
"UNC119","ARL3"
"UNC119","BTBD2"
"UNC119","CBX8"
"UNC119","CKS2"
"UNC119","COX17"
"UNC119","EIF2S2"
"UNC119","ERH"
"UNC119","HLA-DQA1"
"UNC119","HMGB1"
"UNC119","HSPE1"
"UNC119","LAMA4"
"UNC119","ORAI2"
"UNC119","PAFAH1B3"
"UNC119","PCDHA4"
"UNC119","PIN1"
"UNC119","PSMD11"
"UNC119","QTRT1"
"UNC119","RAP1B"
"UNC119","RGL2"
"UNC119","RPS6KA5"
"UNC119","SERPINB9"
"UNC119","TK1"
"UNC119","TP53BP2"
"UNC119","TRDMT1"
"UNC13D","LMNA"
"UPF1","EXOSC4"
"UPF1","HIRA"
"UPF1","NADSYN1"
"UPF1","PLEKHB2"
"UPF1","POLR2A"
"UPF1","UPF3A"
"UPF2","DCP2"
"UPF2","EIF4G1"
"UPF2","EXOSC1"
"UPF2","EXOSC4"
"UPF2","EXOSC8"
"UPF2","RPS25"
"UPF2","SKIV2L2"
"UPF2","SMG1"
"UPF2","XRN1"
"UPF3B","MCRS1"
"UPF3B","UPF2"
"UPP1","VIM"
"UQCRQ","ERCC8"
"URB1","MAPK6"
"USF1","FOSL1"
"USF1","USF2"
"USF2","MAF"
"USF2","PPARGC1A"
"USF2","USF1"
"USH1C","ANKS4B"
"USH1C","USHBP1"
"USH2A","KRT18"
"USHBP1","DYDC1"
"USHBP1","FANCG"
"USO1","RAB1A"
"USP11","SETDB1"
"USP13","DVL1"
"USP13","FNBP1L"
"USP13","LAPTM5"
"USP13","MRPL20"
"USP13","TRIM63"
"USP2","KRT15"
"USP33","DDX56"
"USP33","EIF6"
"USP33","TCEB1"
"USP33","TCEB2"
"USP33","VHL"
"USP4","RB1"
"USP4","RBL1"
"USP45","SMURF1"
"USP54","ATXN1"
"USP54","ATXN1L"
"USP7","BCOR"
"USP7","KLHL8"
"USP7","NECAB2"
"USP7","ZMYND8"
"USP8","RNF41"
"USP8","YWHAG"
"USP9X","CTNNB1"
"USP9X","NUAK1"
"UTP14A","DLEU1"
"UTP14A","PTEN"
"UTP14A","TP53BP2"
"UTP6","CCDC85B"
"UTRN","DTNB"
"UTRN","PTPN12"
"UXT","LRPPRC"
"UXT","SKP2"
"VAC14","IGLON5"
"VAMP2","PRKD3"
"VAMP2","SNAP25"
"VAMP2","STX11"
"VAMP2","STXBP2"
"VAMP4","CSNK2A1"
"VAMP4","STX4"
"VANGL1","DVL1"
"VANGL1","DVL2"
"VANGL2","DVL1"
"VASP","KPNB1"
"VASP","LPP"
"VASP","TRIM9"
"VASP","ZYX"
"VAV1","ARHGDIA"
"VAV1","BCR"
"VAV1","DNM2"
"VAV1","HCK"
"VAV1","HNRNPK"
"VAV1","RHOG"
"VAV1","ZYX"
"VAV2","GRB2"
"VAV3","CBLB"
"VAV3","EGFR"
"VAV3","INSR"
"VAV3","PIK3R1"
"VAV3","SHC1"
"VBP1","VHL"
"VCAM1","CTSG"
"VCAM1","ITGB1"
"VCAM1","ITGB7"
"VCAN","ADAMTS1"
"VCAN","CCL21"
"VCAN","CCL5"
"VCAN","FBLN1"
"VCAN","FBLN2"
"VCAN","FBN1"
"VCAN","ITGA4"
"VCAN","ITGB1"
"VCAN","SELPLG"
"VCAN","TNR"
"VCL","ABI2"
"VCL","ACTN1"
"VCL","ALS2CR11"
"VCL","ARHGEF1"
"VCL","ATP5B"
"VCL","C14orf166"
"VCL","C19orf57"
"VCL","CIRBP"
"VCL","CORO2B"
"VCL","CTNNA1"
"VCL","DDX3X"
"VCL","EIF4E"
"VCL","FEN1"
"VCL","FUS"
"VCL","GAPDH"
"VCL","HNRNPK"
"VCL","HSPA8"
"VCL","MIF"
"VCL","MYL6"
"VCL","NUDT21"
"VCL","PRPF40A"
"VCL","PSME1"
"VCL","SNRPA"
"VCL","SNRPE"
"VCL","SNRPG"
"VCL","SORBS1"
"VCL","SYNCRIP"
"VCL","TRIP6"
"VCL","U2AF1"
"VCL","U2AF2"
"VCL","VIM"
"VCP","HDAC6"
"VCP","MAPK8IP2"
"VCP","NSFL1C"
"VCP","NUAK1"
"VCP","RPS6KA1"
"VCP","RYR2"
"VCP","TOM1L1"
"VCPIP1","STX5"
"VDAC1","BCL2L1"
"VDAC1","CYCS"
"VDAC1","GSN"
"VDAC1","TOMM20"
"VDR","CREBBP"
"VDR","GABARAPL2"
"VDR","MED1"
"VDR","NCOA2"
"VDR","NCOA3"
"VDR","NCOA6"
"VEGFA","KDR"
"VEGFA","SEMA3F"
"VEGFA","SPARC"
"VEGFA","VEGFB"
"VEGFB","ITGB1"
"VEPH1","ACVR1"
"VHL","CUL2"
"VHL","HIF1AN"
"VHL","HNRNPA2B1"
"VHL","PSMC3"
"VHL","RBX1"
"VHL","RNF139"
"VIM","APIP"
"VIM","APLP1"
"VIM","CDKN1A"
"VIM","CHD3"
"VIM","COPS6"
"VIM","GADD45A"
"VIM","HAP1"
"VIM","KIAA0408"
"VIM","MEN1"
"VIM","NIF3L1"
"VIM","RAB8B"
"VIM","SUMO3"
"VIM","TRIM28"
"VIM","TRIM29"
"VIM","TRIOBP"
"VIM","TUBGCP4"
"VIM","XRCC4"
"VLDLR","APOE"
"VLDLR","LPL"
"VLDLR","LRPAP1"
"VLDLR","RELN"
"VLDLR","SNX17"
"VPS28","ASF1A"
"VPS28","UBA52"
"VPS29","IGLON5"
"VPS4A","CHMP1B"
"VPS4B","CHMP1B"
"VPS72","CCDC85B"
"VSNL1","ATXN1"
"VTA1","CBS"
"VTA1","KLHL12"
"VTA1","MBIP"
"VTA1","NBR1"
"VTA1","NECAB2"
"VTA1","SSSCA1"
"VTI1B","TNK2"
"VTN","AMPH"
"VTN","EGF"
"VTN","HGF"
"VTN","IGF2"
"VTN","IGFBP5"
"VTN","PRKCG"
"VTN","TGFB2"
"WARS","CDK2AP2"
"WAS","CSNK2A1"
"WAS","HCK"
"WAS","HCLS1"
"WAS","IPO5"
"WAS","ITK"
"WAS","PSTPIP1"
"WAS","PTPN12"
"WAS","RGL1"
"WAS","RHOJ"
"WAS","SRC"
"WAS","TRIP10"
"WAS","VASP"
"WAS","WIPF2"
"WASF1","PRKAR2A"
"WASF1","SRGAP3"
"WASF2","ABI1"
"WASF2","ACTB"
"WASF2","ARPC3"
"WASF2","BAIAP2"
"WASF2","CDC42"
"WASF2","DOCK1"
"WASF2","FYN"
"WASF2","NCKAP1"
"WASF2","PACSIN1"
"WASH2P","SNAP23"
"WASL","CDC42"
"WASL","FNBP1L"
"WASL","HSP90AA1"
"WASL","ITSN1"
"WASL","NCKIPSD"
"WASL","PACSIN1"
"WASL","PACSIN3"
"WASL","PFN1"
"WASL","PRPF40A"
"WBP1","NEDD4"
"WBP1","YAP1"
"WBP11","MCRS1"
"WBP11","PPP1CB"
"WBP11","PQBP1"
"WBP11","PRPF40A"
"WBP11","TRIP10"
"WBP4","SNRPB"
"WDR1","SKIV2L"
"WDR18","ANXA7"
"WDR18","TK1"
"WDR47","TCEA2"
"WDR61","SMURF1"
"WDR77","SNRPB"
"WDR77","SNRPD2"
"WDR77","SNRPE"
"WDR89","POLR3F"
"WDR91","ARIH2"
"WDTC1","MED23"
"WDYHV1","COIL"
"WDYHV1","PCBD1"
"WDYHV1","TRIP13"
"WEE1","BRD8"
"WEE1","CDK2"
"WEE1","CSNK2A1"
"WEE1","SKP2"
"WEE1","SMURF1"
"WEE1","YWHAG"
"WFS1","MAPK6"
"WIPF1","CRKL"
"WIPF1","EIF2AK2"
"WIPF1","HCK"
"WIPF1","PIK3CG"
"WIPF2","DNMBP"
"WIPF2","PFN1"
"WISP2","IGF1R"
"WIZ","EHMT2"
"WNK1","MAP3K2"
"WNK1","YWHAG"
"WNT1","FZD9"
"WNT1","SFRP2"
"WNT2","FZD9"
"WNT3A","DLG1"
"WNT4","SFRP2"
"WNT5B","APPBP2"
"WRN","CDKN2A"
"WRN","PRKAR1B"
"WRN","RAD52"
"WT1","TP73"
"WWP1","DAZAP2"
"WWP1","LAPTM5"
"WWP1","WBP1"
"WWP1","ZNF638"
"WWP2","ATN1"
"WWP2","EWSR1"
"WWP2","SCNN1B"
"WWP2","SCNN1G"
"WWP2","SF1"
"XAB2","ERCC6"
"XAB2","ERCC8"
"XAB2","POLR2A"
"XAB2","PPIE"
"XBP1","ATF6"
"XCL1","VCAN"
"XCR1","XCL1"
"XIAP","AKT1"
"XIAP","AKT2"
"XIAP","BIRC5"
"XIAP","CASP3"
"XIAP","CASP7"
"XIAP","COMMD1"
"XIAP","DYNLL2"
"XIAP","GSPT1"
"XIAP","HTRA2"
"XIAP","IRAK1"
"XIAP","MAP3K7"
"XIAP","NOTCH1"
"XIAP","UBB"
"XK","CSNK2A1"
"XPC","ERCC3"
"XPC","GTF2H1"
"XPNPEP1","MAPK9"
"XPO1","NUP214"
"XPO1","SMURF1"
"XPO5","NUP214"
"XPO6","NUP62"
"XPO7","MAPK9"
"XPOT","HDLBP"
"XPOT","NUP214"
"XRCC4","ACTN1"
"XRCC4","CSNK2A1"
"XRCC4","PRKDC"
"XRCC5","NBN"
"XRCC5","PCNA"
"XRCC5","POLD1"
"XRCC5","POLR2A"
"XRCC5","PRKDC"
"XRCC5","RBM14"
"XRCC5","SUPT5H"
"XRCC6","CCNA1"
"XRCC6","EID1"
"XRCC6","FMNL1"
"XRCC6","HTT"
"XRCC6","MRE11A"
"XRCC6","NHP2L1"
"XRCC6","RPLP1"
"XRCC6","RPS10"
"XRCC6","VBP1"
"XRCC6","XRCC5"
"XRN1","CHD4"
"XRN1","DCP1A"
"XRN1","EXOSC1"
"XRN1","EXOSC8"
"XRN1","SKIV2L"
"XRN1","SKIV2L2"
"XRN2","EEF1A1"
"XRN2","EIF3L"
"XRN2","EIF5A"
"XRN2","EXOSC8"
"XRN2","PSMA3"
"XRN2","UPF2"
"YAP1","TP53BP2"
"YAP1","WBP2"
"YBX1","PURA"
"YEATS4","MLLT10"
"YES1","ADAM12"
"YES1","CD2AP"
"YES1","RASA1"
"YES1","TP53BP2"
"YLPM1","PPP1CA"
"YLPM1","PRMT1"
"YLPM1","PRPF40A"
"YTHDC1","EMD"
"YWHAB","BAD"
"YWHAB","BCL2L11"
"YWHAB","CSNK2A1"
"YWHAB","DYRK1A"
"YWHAB","FRMD6"
"YWHAB","HDAC5"
"YWHAB","HSP90AB1"
"YWHAB","IKBKB"
"YWHAB","KIF5B"
"YWHAB","KRT18"
"YWHAB","LARP1"
"YWHAB","LYST"
"YWHAB","MAP3K3"
"YWHAB","MPRIP"
"YWHAB","RACGAP1"
"YWHAB","RADIL"
"YWHAB","RGS3"
"YWHAB","RPS6KA1"
"YWHAB","SNRNP200"
"YWHAB","TJP2"
"YWHAB","TNFAIP3"
"YWHAB","TSC2"
"YWHAB","YWHAG"
"YWHAE","ATXN1"
"YWHAE","CDC25A"
"YWHAE","CDC25B"
"YWHAE","HDAC4"
"YWHAE","KIF1C"
"YWHAE","KRT18"
"YWHAE","MAP3K2"
"YWHAE","MAP3K3"
"YWHAE","MDM4"
"YWHAE","NDEL1"
"YWHAE","RPGR"
"YWHAE","TNFAIP3"
"YWHAE","VIM"
"YWHAE","WWTR1"
"YWHAG","ACIN1"
"YWHAG","CENPJ"
"YWHAG","CPSF3"
"YWHAG","DCP1A"
"YWHAG","DENND4A"
"YWHAG","DOCK7"
"YWHAG","DYNC1H1"
"YWHAG","DYRK1A"
"YWHAG","ERC1"
"YWHAG","EWSR1"
"YWHAG","GBF1"
"YWHAG","HDAC7"
"YWHAG","HNRNPM"
"YWHAG","KIAA0408"
"YWHAG","LARP1"
"YWHAG","LBR"
"YWHAG","LIMA1"
"YWHAG","LSR"
"YWHAG","MCM5"
"YWHAG","MYCBP2"
"YWHAG","NOLC1"
"YWHAG","NUFIP2"
"YWHAG","PGAM5"
"YWHAG","PNN"
"YWHAG","PPIG"
"YWHAG","PRKDC"
"YWHAG","PRMT1"
"YWHAG","PRPF40A"
"YWHAG","PUF60"
"YWHAG","RAB11FIP5"
"YWHAG","RASAL2"
"YWHAG","RASSF8"
"YWHAG","SAMD4B"
"YWHAG","SF3B3"
"YWHAG","SFN"
"YWHAG","SNRNP200"
"YWHAG","SRPK1"
"YWHAG","SVIL"
"YWHAG","THRAP3"
"YWHAG","USP8"
"YWHAG","YWHAH"
"YWHAH","MED1"
"YWHAH","NEK1"
"YWHAH","TSC2"
"YWHAH","YWHAG"
"YWHAQ","BAD"
"YWHAQ","HAX1"
"YWHAQ","HSPA8"
"YWHAQ","KCNK9"
"YWHAQ","KIF5B"
"YWHAQ","LYST"
"YWHAQ","MAGOH"
"YWHAQ","NIF3L1"
"YWHAQ","PDPK1"
"YWHAQ","SLC8A3"
"YWHAQ","TSC2"
"YWHAQ","USP8"
"YWHAQ","YAP1"
"YWHAQ","YWHAG"
"YWHAZ","AKT1"
"YWHAZ","ARHGEF2"
"YWHAZ","ATP5A1"
"YWHAZ","BAD"
"YWHAZ","BCAR1"
"YWHAZ","BCR"
"YWHAZ","BRAF"
"YWHAZ","CENPJ"
"YWHAZ","CSNK1A1"
"YWHAZ","DFFA"
"YWHAZ","EPB41L3"
"YWHAZ","HDAC4"
"YWHAZ","KCNK9"
"YWHAZ","KIAA1377"
"YWHAZ","KIF1C"
"YWHAZ","KIF5B"
"YWHAZ","KLC4"
"YWHAZ","LARP1"
"YWHAZ","MAP3K2"
"YWHAZ","MAPK8"
"YWHAZ","MAPT"
"YWHAZ","MINK1"
"YWHAZ","MLF1"
"YWHAZ","PARD6A"
"YWHAZ","PPP1CC"
"YWHAZ","PRKCI"
"YWHAZ","PTPN13"
"YWHAZ","RAF1"
"YWHAZ","REM1"
"YWHAZ","RGS3"
"YWHAZ","RIN1"
"YWHAZ","RRAD"
"YWHAZ","SH3GL1"
"YWHAZ","SLC8A2"
"YWHAZ","SNX24"
"YWHAZ","TJP2"
"YWHAZ","TLK2"
"YWHAZ","TSC1"
"YWHAZ","UBC"
"YWHAZ","UBE3A"
"YWHAZ","UCP2"
"YY1","ATF6"
"YY1","CREB1"
"YY1","E2F3"
"YY1","EP300"
"YY1","HDAC2"
"YY1","RYBP"
"YY1","SP1"
"YY1","YAF2"
"YY1","ZRANB2"
"ZAP70","ABL1"
"ZAP70","CARD11"
"ZAP70","CD247"
"ZAP70","CD3E"
"ZAP70","CD5"
"ZAP70","CD79B"
"ZAP70","CRK"
"ZAP70","DBNL"
"ZAP70","DEF6"
"ZAP70","FYN"
"ZAP70","IFNAR1"
"ZAP70","LAT"
"ZAP70","LAX1"
"ZAP70","LCK"
"ZAP70","LCP2"
"ZAP70","NFAM1"
"ZAP70","PAG1"
"ZAP70","PLCG1"
"ZAP70","PTK2B"
"ZAP70","PTPRC"
"ZAP70","SH2B3"
"ZAP70","SH3BP2"
"ZAP70","SLA"
"ZAP70","VAV1"
"ZAP70","WIPF1"
"ZBED1","NIF3L1"
"ZBTB12","RAP1GAP"
"ZBTB16","BCL6"
"ZBTB16","CEP72"
"ZBTB16","DLST"
"ZBTB16","EIF2S2"
"ZBTB16","EP300"
"ZBTB16","HDAC4"
"ZBTB16","NCOR1"
"ZBTB16","NR3C1"
"ZBTB16","PAFAH1B3"
"ZBTB16","PNRC2"
"ZBTB16","PSMD11"
"ZBTB16","RARA"
"ZBTB16","RUNX1T1"
"ZBTB16","SIN3A"
"ZBTB16","SP1"
"ZBTB16","VDR"
"ZBTB17","CREBBP"
"ZBTB17","DNMT3A"
"ZBTB17","EP300"
"ZBTB17","HCFC1"
"ZBTB17","MSX2"
"ZBTB25","COIL"
"ZBTB32","GATA2"
"ZBTB43","ZNF417"
"ZBTB5","CCDC85B"
"ZC3H7B","EIF4G1"
"ZCCHC10","DPPA2"
"ZCCHC10","PIN1"
"ZEB1","CTBP1"
"ZEB1","CTBP2"
"ZEB1","DRAP1"
"ZEB2","CTBP1"
"ZEB2","SMAD1"
"ZEB2","SMAD3"
"ZEB2","SMAD5"
"ZFC3H1","CCDC85B"
"ZFP64","SETDB1"
"ZFPM1","GATA1"
"ZFPM1","GATA2"
"ZFPM2","CTBP1"
"ZFPM2","CTBP2"
"ZFPM2","EP300"
"ZFPM2","GATA1"
"ZFPM2","GATA3"
"ZFYVE20","MAPK14"
"ZFYVE9","CHD6"
"ZFYVE9","EIF4G1"
"ZFYVE9","FAM46A"
"ZFYVE9","PPP1CB"
"ZFYVE9","SCYL2"
"ZFYVE9","SUPT5H"
"ZHX1","BHLHE40"
"ZHX1","NACA"
"ZHX1","NFYA"
"ZHX1","PIAS4"
"ZHX1","SRF"
"ZHX1","ZHX2"
"ZHX1","ZHX3"
"ZHX1","ZNF33B"
"ZHX2","NFYA"
"ZHX2","ZHX3"
"ZHX3","NFYA"
"ZMIZ1","TBC1D4"
"ZMYM2","SNIP1"
"ZMYND19","KCTD13"
"ZMYND8","USP7"
"ZNF165","SCAND1"
"ZNF165","ZNF446"
"ZNF184","SMAD5"
"ZNF20","ZNF174"
"ZNF202","ZNF473"
"ZNF205","CCDC85B"
"ZNF205","CDC37"
"ZNF205","MDFI"
"ZNF219","CTBP1"
"ZNF227","CDKN2A"
"ZNF24","SCAND1"
"ZNF24","ZNF446"
"ZNF250","CCDC85B"
"ZNF263","TRIM41"
"ZNF263","ZNF446"
"ZNF354A","TRIM28"
"ZNF408","CHAF1A"
"ZNF408","LDOC1"
"ZNF408","MDFI"
"ZNF417","CCDC85B"
"ZNF417","ZBTB43"
"ZNF423","EBF1"
"ZNF426","CCDC85B"
"ZNF446","ZNF232"
"ZNF446","ZSCAN16"
"ZNF451","SNIP1"
"ZNF467","STAT4"
"ZNF512B","BRD1"
"ZNF512B","BTBD2"
"ZNF512B","DVL3"
"ZNF512B","EHMT2"
"ZNF512B","MBD1"
"ZNF512B","PIAS4"
"ZNF512B","PPP1R15A"
"ZNF512B","SUPT5H"
"ZNF521","EBF1"
"ZNF579","GADD45G"
"ZNF579","ILK"
"ZNF579","MAPK6"
"ZNF579","NR4A1"
"ZNF579","OSGEP"
"ZNF579","SF3B3"
"ZNF580","TSC22D4"
"ZNF598","ZIC4"
"ZNF638","CALCOCO2"
"ZNF638","CCDC85B"
"ZNF638","EFEMP2"
"ZNF638","HOOK2"
"ZNF638","KRT19"
"ZNF638","KRTAP4-12"
"ZNF646","UBE2I"
"ZNF76","HDAC1"
"ZNF76","TBP"
"ZNF764","CCDC85B"
"ZNF8","SMAD1"
"ZNF8","SMAD2"
"ZNF8","SMAD3"
"ZNF8","SMAD4"
"ZNF8","SMAD5"
"ZNF8","SMAD9"
"ZW10","RINT1"
"ZXDC","CIITA"
"ZYX","HIPK3"
"ZYX","PLCB3"
"ZYX","VASP"
"hsa-let-7a-5p","ABI2"
"hsa-let-7a-5p","ACVR2B"
"hsa-let-7a-5p","AP1M1"
"hsa-let-7a-5p","AP1S1"
