"cause","effect"
"DYNLT3","DYNC1I2"
"DYNLT3","TESC"
"DYNLT3","VDAC1"
"DYRK1B","MAPK1"
"DYRK1B","MAPK14"
"DYRK1B","PCBD1"
"E2F1","ARID3A"
"E2F1","CCNA2"
"E2F1","CDKN2A"
"E2F1","CREBBP"
"E2F1","NFKB1"
"E2F1","PURA"
"E2F1","RB1"
"E2F1","SERTAD2"
"E2F1","SP1"
"E2F1","SP2"
"E2F1","SP3"
"E2F1","SP4"
"E2F2","ARID3A"
"E2F3","RB1"
"E2F3","RYBP"
"E2F3","SP1"
"E2F3","TFE3"
"E2F3","YY1"
"E2F4","RB1"
"E2F4","TFDP2"
"E2F5","TFDP1"
"E2F6","RING1"
"E4F1","CDKN2A"
"E4F1","RB1"
"EBI3","GOSR1"
"ECH1","CSTF2"
"ECH1","EEF1G"
"ECH1","PAFAH1B3"
"ECH1","SERPINB9"
"ECSIT","SMURF1"
"ECT2","KLHL20"
"ECT2","PARD6A"
"ECT2","PLK1"
"ECT2","RHOG"
"EDA2R","CASP8"
"EDA2R","EDA"
"EDA2R","FADD"
"EDA2R","TRAF6"
"EDAR","EDA"
"EDAR","TRAF2"
"EDN1","CMA1"
"EDN1","COPS6"
"EDN1","UBQLN4"
"EDNRA","GNA11"
"EDNRB","CAV1"
"EDNRB","EDN1"
"EDNRB","GNA11"
"EDNRB","GNA13"
"EDNRB","GRK6"
"EDNRB","NOS3"
"EEA1","MAPK14"
"EEA1","STX12"
"EEA1","USO1"
"EED","MAP1LC3B"
"EEF1A1","APLP1"
"EEF1A1","CSRP2"
"EEF1A1","DARS"
"EEF1A1","RPLP1"
"EEF1A1","TK1"
"EEF1A1","TPT1"
"EEF1B2","CSNK2A1"
"EEF1B2","ULK2"
"EEF1D","ASCC2"
"EEF1D","CSNK2A1"
"EEF1D","CTBP1"
"EEF1D","TPT1"
"EEF1D","VARS"
"EEF1G","ABCC9"
"EEF1G","CCT7"
"EEF1G","CDK2AP2"
"EEF1G","CRELD1"
"EEF1G","CSTF2"
"EEF1G","EEF1D"
"EEF1G","EID2B"
"EEF1G","GSK3B"
"EEF1G","GSTO1"
"EEF1G","KARS"
"EEF1G","MVD"
"EEF1G","PDCD5"
"EEF1G","PLEKHA4"
"EEF1G","PSMD11"
"EEF1G","PTPN4"
"EEF1G","TP53I3"
"EEF1G","YWHAG"
"EEF2","PPP2CA"
"EEF2K","MAPK14"
"EEF2K","MAPK8"
"EFEMP2","CCNK"
"EFEMP2","FAM115A"
"EFNA1","ADAM10"
"EFNA4","MAP2K4"
"EFNB1","GRIP1"
"EFNB1","NCK2"
"EFNB1","RGS3"
"EFNB1","SRC"
"EFNB2","GRIP1"
"EFNB2","HOMER1"
"EFNB2","NCK2"
"EFNB2","PDZRN3"
"EFNB2","PTPN13"
"EFNB2","SDCBP"
"EFS","HCK"
"EFS","SORBS3"
"EGF","EGFR"
"EGF","NRG1"
"EGF","PIK3R2"
"EGFR","ANXA1"
"EGFR","ATP1A1"
"EGFR","ATP5C1"
"EGFR","CALM1"
"EGFR","CALM2"
"EGFR","CALM3"
"EGFR","CBLB"
"EGFR","CBLC"
"EGFR","CDH1"
"EGFR","CLTA"
"EGFR","CLTCL1"
"EGFR","CRK"
"EGFR","CTNNB1"
"EGFR","CTNND1"
"EGFR","EPS15"
"EGFR","EPS8"
"EGFR","ERRFI1"
"EGFR","FER"
"EGFR","GAPDH"
"EGFR","GNAI2"
"EGFR","HGS"
"EGFR","HTT"
"EGFR","KRT18"
"EGFR","KRT8"
"EGFR","MAP2K1"
"EGFR","MAPK1"
"EGFR","NCK2"
"EGFR","PIK3R1"
"EGFR","PITPNA"
"EGFR","PKIA"
"EGFR","PLD1"
"EGFR","PLSCR1"
"EGFR","PRKAR1A"
"EGFR","PRKD1"
"EGFR","PTK2"
"EGFR","PTPN1"
"EGFR","RIPK1"
"EGFR","SCAMP1"
"EGFR","SEC13"
"EGFR","SFN"
"EGFR","SH2D3A"
"EGFR","SNRPD2"
"EGFR","SOS1"
"EGFR","SOS2"
"EGFR","STAM2"
"EGFR","TGFA"
"EGFR","TNK2"
"EGFR","UBB"
"EGFR","VAV1"
"EGR1","CREBBP"
"EGR1","NAB1"
"EGR2","SOX10"
"EGR2","SOX8"
"EHD2","SLC2A4"
"EID1","RB1"
"EID1","UBE3A"
"EID2","EP300"
"EID2","HDAC1"
"EIF1","MAPK6"
"EIF2AK2","CASP7"
"EIF2AK2","FIBP"
"EIF2AK2","GIT2"
"EIF2AK2","MAP3K7"
"EIF2AK2","METAP2"
"EIF2AK2","PPP1CA"
"EIF2AK2","PPP1CC"
"EIF2AK2","PRKRIP1"
"EIF2AK2","SON"
"EIF2AK2","STRBP"
"EIF2B1","EIF2S2"
"EIF2B2","CCT3"
"EIF2B2","EIF2B3"
"EIF2B5","CHMP2A"
"EIF2B5","GSK3A"
"EIF2S1","EIF2B3"
"EIF2S2","CSNK2B"
"EIF2S2","EIF2B3"
"EIF3B","EIF3G"
"EIF3B","EIF3I"
"EIF3C","EIF3K"
"EIF3C","SNIP1"
"EIF3D","EIF3L"
"EIF3E","COPS6"
"EIF3E","EIF3L"
"EIF3E","EIF4ENIF1"
"EIF3E","HAP1"
"EIF3E","TRIM27"
"EIF3F","EEF1A1"
"EIF3F","HAX1"
"EIF3F","VCL"
"EIF3G","EIF3K"
"EIF3G","GADD45G"
"EIF3G","MPP6"
"EIF3G","SMN1"
"EIF3J","EIF3C"
"EIF3J","EIF3K"
"EIF3J","SIAH1"
"EIF3K","CCND3"
"EIF3K","EIF3L"
"EIF3M","EIF3F"
"EIF4A2","EIF4G2"
"EIF4B","EIF4E"
"EIF4E","PML"
"EIF4EBP1","CSNK2A1"
"EIF4EBP1","MAPK14"
"EIF4EBP1","MVD"
"EIF4EBP3","EIF4E"
"EIF4ENIF1","EIF4E"
"EIF4G1","EIF4E"
"EIF4G1","UBE3A"
"EIF4G2","EIF4E"
"EIF4G3","EIF4E"
"EIF5","EIF4G1"
"EIF5","EIF4G2"
"EIF5A","XPO1"
"EIF6","ACAP3"
"EIF6","ACTG1"
"EIF6","AKT1S1"
"EIF6","CRELD1"
"EIF6","CSNK2B"
"EIF6","FUNDC2"
"EIF6","GIT1"
"EIF6","GNB2L1"
"EIF6","HIP1"
"EIF6","KIAA1377"
"EIF6","OS9"
"EIF6","POLA2"
"EIF6","PSME1"
"EIF6","RPL6"
"EIF6","TK1"
"EIF6","XRN2"
"ELAVL1","ANP32A"
"ELAVL1","SET"
"ELF1","NFYB"
"ELF3","CREBBP"
"ELF3","JUN"
"ELF3","MYC"
"ELK1","CREBBP"
"ELK1","EP300"
"ELK1","PIAS2"
"ELK3","CTBP1"
"ELL","TFPT"
"ELN","FKBP10"
"ELN","LGALS3"
"ELOF1","ATP5C1"
"EMD","AKAP8L"
"EMD","BANF1"
"EMD","COPS6"
"EML4","ARIH2"
"ENAH","ABI1"
"ENAH","BAIAP2"
"ENAH","FAT1"
"ENAH","PFN1"
"ENAH","PRPF40A"
"ENAH","TES"
"ENC1","RB1"
"ENG","TGFB1"
"ENG","TGFBR2"
"ENO2","SIGIRR"
"ENO2","UBE2C"
"ENTPD6","ATXN1"
"EP300","CHD4"
"EP300","CITED4"
"EP300","CTBP1"
"EP300","CTBP2"
"EP300","ING4"
"EP300","KAT2A"
"EP300","KAT2B"
"EP300","MPG"
"EP300","NAP1L4"
"EP300","NUPR1"
"EP300","RB1"
"EP300","SET"
"EP300","SNIP1"
"EP300","SS18L1"
"EP300","SUV39H1"
"EP300","TACC2"
"EP300","UBE2I"
"EP300","ZRANB2"
"EP400","TBC1D4"
"EP400","TRRAP"
"EPAS1","ARNT"
"EPAS1","ARNTL"
"EPAS1","ARNTL2"
"EPAS1","EP300"
"EPAS1","SMAD3"
"EPB41","CENPJ"
"EPB41","EIF3G"
"EPB41","FKBP2"
"EPB41","GYPC"
"EPB41","KHDRBS1"
"EPB41","KPNA2"
"EPB41","NUMA1"
"EPB41","PRKCB"
"EPB41","SPTAN1"
"EPB41","SPTBN1"
"EPB41","TJP2"
"EPB41","U2AF1"
"EPB41","YWHAB"
"EPB41","YWHAQ"
"EPB41L1","NUMA1"
"EPB41L1","YWHAB"
"EPB41L1","YWHAZ"
"EPB41L2","ATXN1L"
"EPB41L2","FKBP2"
"EPB41L2","PLCG2"
"EPB41L2","RAC1"
"EPB41L2","SPTAN1"
"EPB41L3","ATXN1L"
"EPB41L3","YWHAG"
"EPHA1","SMURF2"
"EPHA2","ACP1"
"EPHA2","CBL"
"EPHA2","CDH5"
"EPHA2","EFNA5"
"EPHA2","EGFR"
"EPHA2","GRB2"
"EPHA2","TIAM1"
"EPHA3","ADAM10"
"EPHA3","CRK"
"EPHA3","EFNB2"
"EPHA3","RUFY2"
"EPHA4","ARHGEF15"
"EPHA4","EFNA4"
"EPHA4","EFNA5"
"EPHA4","EFNB2"
"EPHA4","FYN"
"EPHA5","EFNA2"
"EPHA6","EFNA4"
"EPHA7","EFNA5"
"EPHB1","ACP1"
"EPHB1","EFNA5"
"EPHB1","EFNB2"
"EPHB1","EPHB6"
"EPHB1","GRB10"
"EPHB1","NCK1"
"EPHB1","PXN"
"EPHB2","ACP1"
"EPHB2","SH2D3C"
"EPHB3","CRK"
"EPHB3","FYN"
"EPHB4","GRIN1"
"EPHB4","SDC3"
"EPHB6","CRK"
"EPHB6","GRB2"
"EPHB6","HDHD2"
"EPN1","EPS15"
"EPN1","RNF11"
"EPOR","ATXN2L"
"EPOR","GRAP"
"EPOR","LYN"
"EPOR","MAPK1"
"EPOR","MAPK3"
"EPOR","MST1R"
"EPOR","PIK3R1"
"EPOR","PLCG1"
"EPOR","PTPN11"
"EPRS","ARL4D"
"EPRS","SYNCRIP"
"EPS15","HGS"
"EPS15","ITSN1"
"EPS15","NEDD4"
"EPS15","RNF11"
"EPS15","STAMBP"
"EPS8","BAIAP2"
"EPS8","CCDC85B"
"EPS8","DVL1"
"EPS8","HOOK2"
"EPS8","MAP1LC3B"
"EPS8","MRPL20"
"EPS8","PCM1"
"EPS8","USP6NL"
"ERAP1","TNFRSF1A"
"ERBB2","GRB7"
"ERBB2IP","PKP4"
"ERBB2IP","ZFYVE9"
"ERBB3","GRB2"
"ERBB3","IL6ST"
"ERBB3","PTGES3"
"ERBB3","PTK2"
"ERBB3","PTK6"
"ERBB3","RNF41"
"ERBB3","SOS1"
"ERBB4","ADAM17"
"ERBB4","CD44"
"ERBB4","DLG1"
"ERBB4","EGFR"
"ERBB4","ERBB3"
"ERBB4","NRG1"
"ERBB4","RNF41"
"ERBB4","YAP1"
"ERC1","RAB6A"
"ERCC2","GTF2H2"
"ERCC3","GTF2H2"
"ERCC3","GTF2H3"
"ERCC5","ERCC6"
"ERCC8","ERCC6"
"ERCC8","GTF2H2"
"ERG","FLI1"
"ERH","MED31"
"ERN1","BAK1"
"ERN1","HSP90AA1"
"ERP29","PIK3CB"
"ESR1","ARNT"
"ESR1","BRCA1"
"ESR1","CCND1"
"ESR1","CDK7"
"ESR1","CREBBP"
"ESR1","EP300"
"ESR1","NCOA6"
"ESR1","NCOR1"
"ESR1","NRIP1"
"ESR1","PHB2"
"ESR1","PIAS3"
"ESR1","POLR1B"
"ESR1","POU2F1"
"ESR1","PPARGC1B"
"ESR1","RBM39"
"ESR1","RNF14"
"ESR1","SMAD2"
"ESR1","SMAD4"
"ESR1","SP3"
"ESR1","TBP"
"ESR1","TRIM24"
"ESR1","XBP1"
"ESR2","NCOA1"
"ESR2","NCOA3"
"ESR2","NCOA6"
"ESR2","NCOR1"
"ESR2","PIAS1"
"ESR2","PNRC1"
"ESR2","PSMC5"
"ESR2","SMAD2"
"ESR2","SP1"
"ESRRA","ESR1"
"ESRRA","ESRRG"
"ESRRA","NCOA1"
"ESRRA","NCOA3"
"ESRRA","NR0B1"
"ESRRA","NRIP1"
"ESRRA","PNRC2"
"ESRRA","PPARGC1A"
"ESRRA","PROX1"
"ESRRA","PSMC5"
"ESRRG","NCOA1"
"ESRRG","PPARGC1A"
"ESRRG","PROX1"
"ESRRG","PSMC5"
"ETF1","KEAP1"
"ETS1","CREBBP"
"ETS1","EP300"
"ETS1","ETS2"
"ETS1","GATA3"
"ETS1","MAF"
"ETS1","NCOR1"
"ETS1","NFKB1"
"ETS1","PAX5"
"ETS1","RUNX2"
"ETS1","SMAD3"
"ETS1","SP1"
"ETS1","SP100"
"ETS1","UBE2I"
"ETS2","CREBBP"
"ETS2","EP300"
"ETS2","ERG"
"ETS2","GATA3"
"ETS2","JUN"
"ETS2","SMARCA4"
"ETV1","EP300"
"ETV1","KAT2B"
"ETV6","SIN3A"
"EVL","APBB1"
"EWSR1","C10orf12"
"EWSR1","CCDC7"
"EWSR1","CXADR"
"EWSR1","MDFI"
"EWSR1","MTMR9"
"EWSR1","MYL6"
"EWSR1","RAD23A"
"EWSR1","RMND5B"
"EWSR1","RNF183"
"EWSR1","SF1"
"EWSR1","SNRPC"
"EWSR1","USP7"
"EWSR1","VPS72"
"EXOC5","EXOC8"
"EXOC5","RALA"
"EXOC7","PLCB3"
"EXOC7","RALA"
"EXOC8","CCDC85B"
"EXOC8","USHBP1"
"EXOSC1","EXOSC5"
"EXOSC10","CHPF"
"EXOSC10","MPHOSPH6"
"EXOSC10","TARDBP"
"EXOSC10","UPF2"
"EXOSC10","USP16"
"EXOSC2","EXOSC8"
"EXOSC3","EXOSC8"
"EXOSC4","DIS3"
"EXOSC4","EXOSC1"
"EXOSC4","EXOSC3"
"EXOSC4","EXOSC7"
"EXOSC4","EXOSC8"
"EXOSC4","GTF2IRD1"
"EXOSC4","SKIV2L"
"EXOSC4","SKIV2L2"
"EXOSC5","EXOSC8"
"EXOSC5","SKIV2L2"
"EXOSC6","PSMB1"
"EXOSC7","EXOSC2"
"EXOSC7","EXOSC5"
"EXOSC7","EXOSC9"
"EXOSC7","SKIV2L2"
"EXOSC8","EXOSC5"
"EXOSC9","EXOSC8"
"EXPH5","RAB27A"
"EXT2","TK1"
"EYA2","RBPMS"
"EZR","EGFR"
"EZR","FAS"
"EZR","PIK3R1"
"EZR","PRKCA"
"F10","PLAT"
"F10","TFPI"
"F11R","CSNK2A1"
"F11R","PTPRB"
"F11R","TJP1"
"F12","APOH"
"F12","APP"
"F13A1","UFD1L"
"F2","CPB2"
"F2","F11"
"F2","HGFAC"
"F2","KNG1"
"F2","SERPINC1"
"F2","SERPIND1"
"F2R","CTSG"
"F2R","GNA12"
"F2R","GNA13"
"F2R","ITGAV"
"F2R","PRTN3"
"F2RL1","CAPN2"
"F2RL1","CBL"
"F2RL1","PRTN3"
"F2RL2","CTSG"
"F2RL2","ECT2"
"F2RL2","JAM2"
"F2RL2","JAM3"
"F8","CALR"
"F8","CANX"
"F8","LRP1"
"F8","PROC"
"F8","VWF"
"FABP4","VIM"
"FADD","ANK3"
"FADD","CFLAR"
"FADD","CSNK1A1"
"FADD","HIPK3"
"FADD","IKBKG"
"FADD","RYBP"
"FAM103A1","RBMX"
"FAM107A","LDOC1"
"FAM107A","USHBP1"
"FAM107A","VIM"
"FAM115A","COIL"
"FAM131C","GRN"
"FAM131C","MAD1L1"
"FAM160A2","RABAC1"
"FAM173A","LUC7L2"
"FAM175A","UIMC1"
"FAM46A","EGLN2"
"FAM46A","HDLBP"
"FAM46A","KEAP1"
"FAM46A","RNF14"
"FAM46C","DAZAP2"
"FAM50B","KPNA3"
"FANCA","FANCG"
"FANCC","FANCG"
"FANCD2","BRCA2"
"FANCD2","RAD51"
"FANCE","FANCG"
"FAP","PLAUR"
"FAS","ANK3"
"FAS","APAF1"
"FAS","C14orf1"
"FAS","CASP8"
"FAS","EGFR"
"FAS","FADD"
"FAS","FASLG"
"FAS","FBF1"
"FAS","FYN"
"FAS","HIPK3"
"FAS","MET"
"FAS","PDCD6"
"FAS","PRKCA"
"FAS","PTPN13"
"FAS","RAP1A"
"FAS","RIPK1"
"FAS","SUMO1"
"FAS","TRADD"
"FAS","UBE2I"
"FASLG","FNBP1"
"FASLG","GRAP"
"FASLG","GRAP2"
"FASTK","MDFI"
"FAT1","HOMER1"
"FAT1","HOMER3"
"FBF1","CCDC85B"
"FBF1","TCEA2"
"FBF1","USHBP1"
"FBL","PRMT1"
"FBL","SMN1"
"FBL","SMN2"
"FBL","TBC1D17"
"FBLN1","ELN"
"FBLN1","NID1"
"FBLN1","NOV"
"FBLN2","COL4A2"
"FBLN2","HSPG2"
"FBLN2","NID1"
"FBLN2","TNFRSF1A"
"FBN1","FBLN2"
"FBN1","FBN2"
"FBN1","HSPG2"
"FBN1","LTBP1"
"FBP1","ASCC2"
"FBP1","ATP5J2"
"FBXL18","CALCOCO2"
"FBXL5","CSNK2B"
"FBXL5","SKP1"
"FBXO2","SKP1"
"FBXO30","SMURF1"
"FBXW11","CUL1"
"FBXW11","SKP1"
"FBXW11","YAP1"
"FBXW5","MDFI"
"FBXW7","NOTCH1"
"FBXW7","SHPRH"
"FBXW7","SUMF2"
"FCER1G","GP6"
"FCER1G","LYN"
"FCER1G","PLCG2"
"FCER1G","SYK"
"FCER2","CR2"
"FCER2","FYN"
"FCGR1A","CRKL"
"FCGR1A","HCK"
"FCGR1A","LAT"
"FCGR1A","SYK"
"FCGR2A","HCK"
"FCGR2B","C14orf1"
"FCGR2B","LYN"
"FCGR3A","APCS"
"FCGR3A","CD247"
"FCGR3A","CD38"
"FCGR3A","CD4"
"FCGR3A","FCER1G"
"FCGR3A","FCGR1A"
"FCGR3A","LCK"
"FCGR3A","PTPRC"
"FCGR3A","ZAP70"
"FCGR3B","APCS"
"FCHO1","SMURF1"
"FCHSD2","CCDC85B"
"FDPS","ATXN1"
"FEN1","ARHGDIA"
"FEN1","EP300"
"FEN1","PCNA"
"FEN1","WRN"
"FER","CALM1"
"FER","CTNNB1"
"FER","CTNND1"
"FER","JUP"
"FER","TMF1"
"FER","YWHAB"
"FES","BCAR1"
"FES","BCR"
"FES","IRS1"
"FES","RASA1"
"FES","RASA3"
"FEZ1","CSTF2"
"FEZ1","IMMT"
"FEZ1","MEST"
"FEZ1","NDUFB9"
"FEZ2","NEK1"
"FGA","FGB"
"FGA","HRG"
"FGA","PLAT"
"FGD6","YWHAG"
"FGF1","CSNK2A1"
"FGF1","CSNK2A2"
"FGF1","CSNK2B"
"FGF1","FIBP"
"FGF17","FGFR3"
"FGF2","CEP57"
"FGF2","CSNK2A2"
"FGF2","CSNK2B"
"FGF2","FGFBP1"
"FGF2","GPC3"
"FGF2","PRMT1"
"FGF2","PTX3"
"FGF2","RPS19"
"FGF2","RPS6KA3"
"FGF2","SDC2"
"FGF2","SDC3"
"FGF3","FGFR3"
"FGF6","FGFR1"
"FGF6","FGFR3"
"FGF7","COL1A1"
"FGF7","COL2A1"
"FGF7","COL3A1"
"FGF7","DUSP3"
"FGF7","HSPG2"
"FGFBP1","UBQLN4"
"FGFR1","NCK2"
"FGFR2","CACNA1D"
"FGFR2","EPHA4"
"FGFR2","FGF1"
"FGFR2","FGF10"
"FGFR2","FGF17"
"FGFR2","FGF4"
"FGFR2","FGF6"
"FGFR3","ARAP1"
"FGFR3","GRB2"
"FGFR3","GTF3C1"
"FGFR3","HNRNPL"
"FGFR3","KRT8"
"FGFR3","RADIL"
"FGFR3","RNF130"
"FGFR3","SH2B1"
"FGFR4","PLCG1"
"FGG","FGA"
"FGG","FGB"
"FGG","ITGB3"
"FGR","CSK"
"FGR","DAB2"
"FGR","SLAMF1"
"FGR","SNCA"
"FGR","WAS"
"FHL2","FHL1"
"FHL3","MED15"
"FHOD1","ZMYND8"
"FIBP","CSNK2A1"
"FIBP","CSNK2B"
"FIGF","KDR"
"FIZ1","NRL"
"FKBP2","ARFGEF1"
"FKBP3","HDAC1"
"FKBP3","HDAC2"
"FKBP8","MAPK14"
"FKBPL","UNC119"
"FLAD1","CDKN1A"
"FLAD1","NUDT21"
"FLAD1","TK1"
"FLAD1","TRIM23"
"FLG","CSNK2A1"
"FLI1","ERG"
"FLII","CARM1"
"FLII","PRMT1"
"FLNA","CAV1"
"FLNA","KCNJ2"
"FLNA","MAPK14"
"FLNA","PAK1"
"FLNA","PRKCA"
"FLNA","PSEN2"
"FLNA","RAC1"
"FLNA","TRIO"
"FLNA","TTN"
"FLNB","ATF7IP"
"FLNB","NPHP1"
"FLNC","CAPN3"
"FLNC","MYOZ3"
"FLNC","PHLDB2"
"FLOT1","SORBS1"
"FLOT2","FLOT1"
"FLT1","ATR"
"FLT1","CRK"
"FLT1","CTNNB1"
"FLT1","FYN"
"FLT1","KDR"
"FLT1","NCK1"
"FLT1","PLCG1"
"FLT1","PLCG2"
"FLT1","PTK2"
"FLT1","PTPN11"
"FLT1","VEGFB"
"FLT1","YES1"
"FLT4","KDR"
"FMR1","NUFIP1"
"FMR1","NUFIP2"
"FN1","COL4A1"
"FN1","COL4A2"
"FN1","F13A1"
"FN1","FBLN1"
"FN1","FBLN2"
"FN1","FST"
"FN1","IGFBP3"
"FN1","LTBP1"
"FN1","MATN2"
"FN1","NT5E"
"FN1","SPARC"
"FN1","TGM2"
"FN1","TNC"
"FNBP1","RND2"
"FNBP4","LBR"
"FNBP4","PRPF40A"
"FNBP4","SYNJ1"
"FOS","JUN"
"FOS","JUNB"
"FOS","JUND"
"FOXH1","DRAP1"
"FOXM1","CDK2"
"FOXO1","AR"
"FOXO1","CREBBP"
"FOXO1","CSNK1G1"
"FOXO1","DYRK1A"
"FOXO1","HOXA10"
"FOXO1","HOXA5"
"FOXO1","PPARG"
"FOXO1","SMAD3"
"FOXO1","SMAD4"
"FOXO3","EP300"
"FOXO3","NR1H3"
"FOXO3","SMAD2"
"FOXO3","SMAD4"
"FOXO3","YWHAG"
"FOXO4","CREBBP"
"FOXP1","FOXP2"
"FPR1","GNAI2"
"FRAT1","DVL1"
"FRMD6","MLH1"
"FRS2","CBL"
"FRS2","MAPK1"
"FRS2","PAK1"
"FRS2","PRKCI"
"FRS2","PRKCZ"
"FRS2","PTPRF"
"FRS2","SOS1"
"FRS3","BMPR2"
"FRS3","KARS"
"FRS3","MAPK1"
"FRS3","PRKCI"
"FSCN1","CTNNB1"
"FSCN1","DNAJB9"
"FSCN1","RAB1A"
"FSD1","CDK5"
"FSHR","CBX5"
"FSHR","FSHB"
"FSHR","S100A10"
"FSHR","TOP1"
"FSHR","UBA52"
"FSHR","UBB"
"FTL","FTH1"
"FTL","TAF10"
"FUBP1","CCNH"
"FUNDC2","NACA"
"FUNDC2","NUDT21"
"FUS","ILF3"
"FUS","POLR2A"
"FUS","PRMT1"
"FUT4","CR1"
"FUT4","ITGB2"
"FXR1","FMR1"
"FXR1","FXR2"
"FXR2","CALCOCO2"
"FXR2","CCDC85B"
"FXR2","LCMT1"
"FXR2","LDOC1"
"FXR2","MCRS1"
"FXR2","SSSCA1"
"FXYD3","MAPK6"
"FXYD6","SLC35E1"
"FXYD6","TLE1"
"FYB","BCAR1"
"FYB","CBL"
"FYB","CBLB"
"FYB","FYN"
"FYB","LCP2"
"FYB","SH2D1A"
"FYB","SKAP2"
"FYB","WAS"
"FYN","ADD2"
"FYN","ATXN1"
"FYN","C8orf33"
"FYN","CASP3"
"FYN","CAV1"
"FYN","CBL"
"FYN","CBLB"
"FYN","CD2"
"FYN","CD5"
"FYN","CNN1"
"FYN","CSK"
"FYN","CTLA4"
"FYN","DOK3"
"FYN","FASLG"
"FYN","FCGR2A"
"FYN","GRAP"
"FYN","IRS1"
"FYN","ITK"
"FYN","JUP"
"FYN","LCP2"
"FYN","MAPT"
"FYN","MCAM"
"FYN","MS4A1"
"FYN","PLCG1"
"FYN","PLCG2"
"FYN","PRKCH"
"FYN","PRKCQ"
"FYN","PRKCZ"
"FYN","PTPRF"
"FYN","PXN"
"FYN","SH2D1A"
"FYN","SIT1"
"FYN","SKAP2"
"FYN","SOS1"
"FYN","SPN"
"FYN","TUBA3C"
"FYN","VAV1"
"FYN","WAS"
"FZD1","WNT5A"
"FZD2","DLG4"
"FZD3","GIPC1"
"FZD4","DLG1"
"FZD5","GOPC"
"FZD5","LRP6"
"FZD5","WNT5A"
"FZD6","SFRP1"
"FZD7","DLG1"
"FZD7","DLG2"
"FZD7","MAGI3"
"FZD7","UBQLN1"
"FZD8","RYK"
"FZD9","MDFI"
"FZR1","CDC27"
"G3BP1","VCL"
"G6PD","SUMO4"
"GAB1","C1QBP"
"GAB1","FRS2"
"GAB1","LAT2"
"GAB1","MAP3K3"
"GAB1","MAPK1"
"GAB1","MAPK4"
"GAB1","PLCG2"
"GAB1","PTPN18"
"GAB1","SOS1"
"GAB2","MAPK1"
"GAB2","MED19"
"GAB2","STAM"
"GAB2","STAM2"
"GAB3","FYN"
"GAB3","GRAP2"
"GAB3","LYN"
"GABARAP","AES"
"GABARAP","ATG4B"
"GABARAP","ATG7"
"GABARAP","DMPK"
"GABARAP","HDAC5"
"GABARAP","VPS28"
"GABARAPL2","KLHL5"
"GABBR1","CHFR"
"GABBR2","SH3GL3"
"GABPA","CREBBP"
"GABPA","EP300"
"GABPA","GABPB1"
"GABPA","SP1"
"GABPA","SP3"
"GABPB1","ATF1"
"GABPB1","GABPA"
"GABPB1","RYBP"
"GABPB1","YAF2"
"GABRA1","PPP3CA"
"GABRB2","PPP3CA"
"GABRR2","CSNK2A1"
"GADD45A","CDKN1A"
"GADD45A","MIDN"
"GADD45A","VIM"
"GADD45B","CDKN1A"
"GADD45G","CRIP2"
"GADD45G","DDAH2"
"GADD45G","GADD45A"
"GADD45G","GADD45GIP1"
"GADD45G","LUC7L"
"GADD45G","MIDN"
"GADD45G","PHAX"
"GADD45GIP1","EXOSC4"
"GAK","CCNG1"
"GAK","CDK5"
"GAL","GALR2"
"GALR2","GNAQ"
"GANAB","PRKCSH"
"GAPDH","ACTB"
"GAPDH","ATXN1"
"GAPDH","BID"
"GAPDH","DYNLL1"
"GAPDH","GSK3B"
"GAPDH","HTT"
"GAPDH","KARS"
"GAPDH","LAMA4"
"GAPDH","PAFAH1B3"
"GAPDH","PRKCI"
"GAPDH","RAB2A"
"GAPDH","SERPINB9"
"GAPDH","SLC2A4"
"GAPDH","TK1"
"GARS","IARS"
"GAS1","BIRC2"
"GAS7","ATXN1L"
"GATA2","ZBTB32"
"GATAD2A","MBD3"
"GBF1","USO1"
"GBP2","SERPINB9"
"GCC1","CCDC85B"
"GCC1","KIAA1217"
"GCH1","CDC37"
"GDF9","BTBD2"
"GDF9","PMF1"
"GDF9","PSMD11"
"GDI1","TK1"
"GDI1","UBQLN4"
"GDI2","RAB2A"
"GEM","TRIM23"
"GEMIN4","DHX9"
"GEMIN5","GEMIN4"
"GEMIN5","SNRPB"
"GEMIN6","SNRPB"
"GEMIN7","RPLP1"
"GEMIN7","SNRPB"
"GEMIN7","SNRPE"
"GFAP","S100A1"
"GFER","COPS2"
"GFI1B","MID2"
"GGA1","AFTPH"
"GGA1","CLTC"
"GGA1","RNF11"
"GGA2","AFTPH"
"GGA2","ARF3"
"GGA2","CCDC91"
"GGA2","CLINT1"
"GGA2","M6PR"
"GGA2","RABEP1"
"GGA2","TRIM23"
"GGA3","CLTC"
"GGA3","RPS27A"
"GGT1","KCNMA1"
"GHR","IRS1"
"GHR","JAK2"
"GHR","PIK3R1"
"GHR","PTPN11"
"GHR","SGTA"
"GHR","SOCS2"
"GIGYF1","ATN1"
"GIPC1","ACTN1"
"GIPC1","GSK3B"
"GIPC1","IGF1R"
"GIPC1","KIF1B"
"GIPC1","LRP2"
"GIPC1","MYO6"
"GIPC1","RGS19"
"GIPC1","SEMA4C"
"GIPC2","PTN"
"GIPC2","UNC119"
"GIT1","CHUK"
"GIT1","KIAA1377"
"GIT1","PMF1"
"GIT1","SDCCAG3"
"GIT1","TXNDC9"
"GIT2","TGFB1I1"
