"cause","effect"
"PIAS1","UBE2I"
"PIAS2","CHMP4B"
"PIAS2","SNIP1"
"PIAS2","UBE2I"
"PIAS4","SETDB1"
"PIAS4","UBE2K"
"PICK1","APTX"
"PICK1","ARF1"
"PICK1","ATXN1L"
"PICK1","ATXN3"
"PICK1","ATXN7L3"
"PICK1","COIL"
"PICK1","EFNB1"
"PICK1","FXN"
"PICK1","SACS"
"PICK1","USP7"
"PIGR","CD79A"
"PIK3AP1","ITSN1"
"PIK3AP1","TP53BP2"
"PIK3C3","YWHAG"
"PIK3CA","HRAS"
"PIK3CA","NRAS"
"PIK3CA","PIK3R1"
"PIK3CA","PIK3R3"
"PIK3CA","RASD2"
"PIK3CA","SH3KBP1"
"PIK3CA","TICAM1"
"PIK3CB","EXOSC5"
"PIK3CB","HPS6"
"PIK3CB","HSPA8"
"PIK3CB","PSME1"
"PIK3CB","YWHAQ"
"PIK3CB","YWHAZ"
"PIK3CG","NOTCH1"
"PIK3CG","PIK3R5"
"PIK3R1","ABL1"
"PIK3R1","ADAM12"
"PIK3R1","ANK3"
"PIK3R1","BCAR1"
"PIK3R1","CBL"
"PIK3R1","CBLB"
"PIK3R1","CD2AP"
"PIK3R1","CD5"
"PIK3R1","CDC42"
"PIK3R1","CDH2"
"PIK3R1","CRK"
"PIK3R1","CTLA4"
"PIK3R1","CTNNB1"
"PIK3R1","EGFR"
"PIK3R1","FCGR2A"
"PIK3R1","GRB2"
"PIK3R1","GTF2H1"
"PIK3R1","HCK"
"PIK3R1","HGS"
"PIK3R1","HNRNPK"
"PIK3R1","HRAS"
"PIK3R1","INPP4A"
"PIK3R1","IRS1"
"PIK3R1","IRS2"
"PIK3R1","MAPK8"
"PIK3R1","NUP85"
"PIK3R1","PIK3AP1"
"PIK3R1","PIK3CB"
"PIK3R1","PIK3CD"
"PIK3R1","PPM1A"
"PIK3R1","PSEN1"
"PIK3R1","RASA1"
"PIK3R1","RB1"
"PIK3R1","RRAS2"
"PIK3R1","SHC1"
"PIK3R1","SOCS6"
"PIK3R1","TGFBR1"
"PIK3R1","TGFBR2"
"PIK3R1","TUBA1B"
"PIK3R1","TUBG1"
"PIK3R2","HOOK2"
"PIK3R2","PIK3CB"
"PIK3R2","SH3GL1"
"PIK3R2","YWHAB"
"PIK3R3","KARS"
"PIK3R3","KIAA1377"
"PIK3R3","TRMT2A"
"PILRB","LYN"
"PILRB","PTPN11"
"PIM1","CDKN1A"
"PIN1","CCDC90B"
"PIN1","CDC27"
"PIN1","CDK9"
"PIN1","COL11A2"
"PIN1","CSAD"
"PIN1","CSNK2A1"
"PIN1","DDAH2"
"PIN1","DMPK"
"PIN1","DYNC1I1"
"PIN1","GPAA1"
"PIN1","MTFR1"
"PIN1","POLR2A"
"PIN1","RAB4A"
"PIN1","SUPT5H"
"PIN1","TSC2"
"PIN1","ZMIZ2"
"PIN4","ASCC2"
"PIP4K2C","EMILIN1"
"PIP4K2C","HNRNPM"
"PIP4K2C","PRPF40A"
"PIP4K2C","TNIP2"
"PIP5K1A","CASP3"
"PIP5K1A","PLD1"
"PIP5K1B","CLIC4"
"PIP5K1C","GIT1"
"PITPNA","CSNK2B"
"PITPNA","PI4KA"
"PITX1","NR5A1"
"PKD1","ACTN1"
"PKD1","JUP"
"PKD2","HAX1"
"PKD2","PACS2"
"PKN1","CCDC85B"
"PKN1","CCNT2"
"PKN1","ZFAND6"
"PKN2","MAP3K2"
"PKN2","PDPK1"
"PKN2","PTPN13"
"PKP2","YWHAG"
"PKP4","DSP"
"PLA2G10","MYO10"
"PLA2G4A","CASP3"
"PLA2G4A","LGALS3"
"PLA2G4A","MAPK14"
"PLA2G4A","MAPK8"
"PLA2G4A","MKNK1"
"PLA2G4A","NACA"
"PLA2G4A","RPS6KA5"
"PLA2G4A","VIM"
"PLAT","HMGB1"
"PLAU","CTSB"
"PLAU","LRP2"
"PLAU","NID1"
"PLAU","SERPINB2"
"PLAUR","FYN"
"PLAUR","HCK"
"PLAUR","LRP1"
"PLAUR","PLAU"
"PLCB1","PARD3"
"PLCB1","PARD6A"
"PLCB1","TRPM7"
"PLCB2","MAP2K3"
"PLCB3","MPRIP"
"PLCB3","TRIOBP"
"PLCB3","ZYX"
"PLCD1","KPNB1"
"PLCD1","RALA"
"PLCD4","TRIM39"
"PLCG1","ABL1"
"PLCG1","AGAP2"
"PLCG1","BCR"
"PLCG1","DGKZ"
"PLCG1","DNM1"
"PLCG1","EEF1A1"
"PLCG1","ERBB2"
"PLCG1","FYN"
"PLCG1","GIT1"
"PLCG1","GRAP"
"PLCG1","GRB2"
"PLCG1","ITK"
"PLCG1","LCK"
"PLCG1","LCP2"
"PLCG1","PICALM"
"PLCG1","PTK2"
"PLCG1","RHOA"
"PLCG1","SH2D2A"
"PLCG1","SRC"
"PLCG1","WAS"
"PLCG2","BLK"
"PLCG2","CBLB"
"PLCG2","GSN"
"PLCG2","HCK"
"PLCG2","ITK"
"PLCG2","LAT2"
"PLCG2","NCKIPSD"
"PLCG2","PRKD1"
"PLCG2","SH3KBP1"
"PLCG2","SPRY2"
"PLCG2","SPTBN1"
"PLD1","ACTB"
"PLD1","ARIH1"
"PLD1","PKN1"
"PLD1","RALA"
"PLEKHA1","PTPN13"
"PLEKHA5","YWHAG"
"PLEKHB1","TGFBR1"
"PLEKHB2","ATF7IP"
"PLEKHF1","TNNT1"
"PLEKHF2","CCDC85B"
"PLEKHF2","CHIC2"
"PLEKHJ1","ACVR1"
"PLEKHO1","SMURF1"
"PLEKHO1","USP7"
"PLK1","BRCA2"
"PLK1","C9orf114"
"PLK1","CCDC115"
"PLK1","CDC25C"
"PLK1","CEP55"
"PLK1","FBXL5"
"PLK1","ITSN1"
"PLK1","MCM2"
"PLK1","MCM3"
"PLK1","MCM7"
"PLK1","PKMYT1"
"PLK1","PPID"
"PLK1","PSMA7"
"PLK1","PSMB6"
"PLK1","PSMB7"
"PLK1","RNF126"
"PLK1","WEE1"
"PLK3","CIB1"
"PLOD3","CCDC85B"
"PLOD3","EHMT2"
"PLP2","DLGAP4"
"PLSCR1","ATG12"
"PLSCR1","C10orf54"
"PLSCR1","CPSF3L"
"PLSCR1","CRY1"
"PLSCR1","FBXL18"
"PLSCR1","MAPK6"
"PLSCR1","NPDC1"
"PLSCR1","PGLS"
"PLSCR1","PLSCR4"
"PLSCR1","SLC25A6"
"PLSCR1","SPG7"
"PLTP","ABCA1"
"PLXNA1","AKT1"
"PLXNA1","FES"
"PLXNB1","ARHGEF12"
"PLXNB1","MET"
"PLXNB1","PLXNA1"
"PLXNB1","RAC1"
"PLXNB2","ARHGEF11"
"PLXNB2","PFDN1"
"PLXNB3","CUL7"
"PLXNB3","CUL9"
"PMAIP1","BCL2"
"PMAIP1","BCL2L1"
"PMCH","PCSK5"
"PMEPA1","NEDD4"
"PMF1","MIS12"
"PML","ANKRD2"
"PML","EIF4E"
"PML","HDAC1"
"PML","TRIM69"
"PMPCA","SKIV2L"
"PNKP","XRCC1"
"PNKP","XRCC4"
"PNN","PDPK1"
"PNN","PPIG"
"PNN","VAMP8"
"PNO1","CSNK1E"
"PNO1","SUPT5H"
"PNRC2","DCP1A"
"POLA1","CDK2"
"POLA1","RB1"
"POLA1","XRCC5"
"POLA2","ASCC2"
"POLA2","ATP5C1"
"POLA2","FRZB"
"POLD2","WRN"
"POLDIP2","POLD2"
"POLE","PCNA"
"POLI","RNF11"
"POLR1A","RRN3"
"POLR1B","RRN3"
"POLR2A","CDK8"
"POLR2A","ERCC5"
"POLR2A","ERCC6"
"POLR2A","MED21"
"POLR2A","PCIF1"
"POLR2A","POLR2H"
"POLR2A","SAFB"
"POLR2A","TAF10"
"POLR2A","TRAM2"
"POLR2B","BTF3"
"POLR2D","POLR2B"
"POLR2D","POLR2E"
"POLR2D","POLR2L"
"POLR2E","POLR2A"
"POLR2E","POLR2H"
"POLR2E","POLR2L"
"POLR2E","TAF15"
"POLR2G","POLR2A"
"POLR2G","POLR2E"
"POLR2G","POLR2H"
"POLR2G","STK19"
"POLR2H","POLR2B"
"POLR2J","AATF"
"POLR2L","CCDC85B"
"POLR2L","EXOSC5"
"POLR2L","POLR2A"
"POLR2L","POLR2B"
"POLR3F","BDP1"
"POLR3F","BRF1"
"POMC","NRD1"
"POP7","HSPB1"
"POR","PLA2G4A"
"PORCN","WNT5B"
"PORCN","WNT7B"
"POU2F1","MNAT1"
"POU2F1","NFYA"
"POU2F1","NPAT"
"POU2F1","SNAPC4"
"POU2F1","SP1"
"POU2F2","POU2AF1"
"POU5F1","HMGB2"
"POU5F1","SOX10"
"PPA1","UNC119"
"PPARA","CHD9"
"PPARA","EP300"
"PPARA","MECR"
"PPARA","MED1"
"PPARA","MED24"
"PPARA","NCOA1"
"PPARA","NCOR1"
"PPARA","NRIP1"
"PPARA","PPARGC1A"
"PPARD","RXRA"
"PPARD","RXRB"
"PPARGC1A","MYBBP1A"
"PPARGC1B","HCFC1"
"PPFIA1","AGTPBP1"
"PPFIA1","ERC1"
"PPFIA1","GIT1"
"PPFIA3","CAST"
"PPFIA3","GIT1"
"PPFIA3","PPFIBP1"
"PPFIBP1","PPFIA2"
"PPFIBP1","YWHAG"
"PPHLN1","CDC37"
"PPIA","CD99"
"PPIA","PRR13"
"PPID","HSP90AB1"
"PPIG","POLR2A"
"PPL","CASP6"
"PPL","EVPL"
"PPL","USP7"
"PPM1A","CTNNB1"
"PPM1A","DVL1"
"PPM1A","PIK3R1"
"PPM1B","CDK2"
"PPM1B","CDK6"
"PPM1B","IKBKG"
"PPM1B","MAP3K7"
"PPP1CA","AKAP9"
"PPP1CA","H2AFX"
"PPP1CA","PPP1R13B"
"PPP1CA","PPP1R15A"
"PPP1CA","RB1"
"PPP1CA","TOR1AIP1"
"PPP1CA","ZFYVE9"
"PPP1CB","PPP1R12C"
"PPP1CC","TP53BP2"
"PPP1CC","WBP11"
"PPP1R10","PPP1CA"
"PPP1R12A","YWHAG"
"PPP1R12C","MPRIP"
"PPP1R14A","CSNK1D"
"PPP1R14A","CSNK1E"
"PPP1R14A","CSNK1G1"
"PPP1R16A","CDH24"
"PPP1R16A","DDX27"
"PPP1R16A","FAM101B"
"PPP1R16A","LY6H"
"PPP1R16A","PHPT1"
"PPP1R16A","PUF60"
"PPP1R16A","TRIP6"
"PPP1R1B","CSNK2A2"
"PPP1R2","CDK5"
"PPP1R2","PPP1CA"
"PPP1R2","PPP1CC"
"PPP1R7","MAPK6"
"PPP1R8","PPP1CC"
"PPP1R8","SF3B1"
"PPP1R9B","CDKN2A"
"PPP1R9B","DCX"
"PPP1R9B","PPP1CA"
"PPP2CA","APC"
"PPP2CA","CCNG1"
"PPP2CA","ETF1"
"PPP2CA","PPP2R5C"
"PPP2CA","PPP2R5E"
"PPP2CB","ZFP28"
"PPP2R1A","HNRNPAB"
"PPP2R1A","PKN1"
"PPP2R1A","PPP2R3A"
"PPP2R1A","UPP1"
"PPP2R1B","AKAP9"
"PPP2R2A","PPP2R1B"
"PPP2R2A","STRN3"
"PPP2R5A","CSNK1A1"
"PPP2R5A","PPP2R1A"
"PPP2R5C","EP300"
"PPP2R5C","PLCB3"
"PPP2R5C","PPP2R1B"
"PPP3CA","BAD"
"PPP3CA","C16orf74"
"PPP3CA","FKBP8"
"PPP3CA","PRKCZ"
"PPP3CA","SOD1"
"PPP4C","HDAC3"
"PPP5C","MAP3K5"
"PPP5C","PPP2R1A"
"PPP5C","PPP2R3A"
"PQBP1","POLR2A"
"PRC1","CDK2"
"PRDM1","IRF4"
"PRDX1","GAPDH"
"PRDX1","PRDX4"
"PRDX4","DUSP23"
"PRELP","HSPG2"
"PREP","OXT"
"PRIM1","POLA2"
"PRKAA2","TRIP6"
"PRKACA","AKAP8L"
"PRKACA","BCL2"
"PRKACA","BRAF"
"PRKACA","GSK3A"
"PRKACA","GYS1"
"PRKACA","SYN1"
"PRKACA","VASP"
"PRKAR1A","AKAP1"
"PRKAR1A","AKAP11"
"PRKAR1A","AKAP7"
"PRKAR1A","ARFGEF2"
"PRKAR1A","C2orf44"
"PRKAR1A","CDK4"
"PRKAR1A","ING4"
"PRKAR1A","MAPK6"
"PRKAR1A","PLEKHF2"
"PRKAR1A","PRPF40A"
"PRKAR1A","PYCARD"
"PRKAR1A","RFC2"
"PRKAR2A","AKAP11"
"PRKAR2A","AKAP2"
"PRKAR2A","AKAP9"
"PRKAR2A","ARFGEF2"
"PRKAR2A","PSAP"
"PRKCA","AFAP1"
"PRKCA","AKAP12"
"PRKCA","ANXA7"
"PRKCA","ATP2B1"
"PRKCA","CD163"
"PRKCA","CD5"
"PRKCA","DDX5"
"PRKCA","DNM1"
"PRKCA","EDF1"
"PRKCA","EEF1D"
"PRKCA","EGFR"
"PRKCA","FLNA"
"PRKCA","GABRR2"
"PRKCA","GMFB"
"PRKCA","GRIA4"
"PRKCA","GRIN2A"
"PRKCA","GSK3A"
"PRKCA","HABP4"
"PRKCA","HMGN1"
"PRKCA","HMGN2"
"PRKCA","HSPA1A"
"PRKCA","KCNE1"
"PRKCA","KRT18"
"PRKCA","LMNA"
"PRKCA","MARCKS"
"PRKCA","MBP"
"PRKCA","MGMT"
"PRKCA","MYLK"
"PRKCA","NRGN"
"PRKCA","OGG1"
"PRKCA","PA2G4"
"PRKCA","PEBP1"
"PRKCA","PICK1"
"PRKCA","PLD1"
"PRKCA","POLB"
"PRKCA","PRKCZ"
"PRKCA","PRKG1"
"PRKCA","PTPN12"
"PRKCA","SDPR"
"PRKCA","SNAP23"
"PRKCA","TEP1"
"PRKCA","TRIM29"
"PRKCA","VCL"
"PRKCB","CARD11"
"PRKCB","DAB2"
"PRKCB","GAP43"
"PRKCB","GSK3A"
"PRKCB","MARCKS"
"PRKCB","MKI67"
"PRKCB","PEBP1"
"PRKCD","ADD1"
"PRKCD","DAB2"
"PRKCD","EEF1A1"
"PRKCD","MAPK3"
"PRKCD","PLSCR1"
"PRKCE","AKAP9"
"PRKCE","GJA1"
"PRKCE","GRIN2D"
"PRKCE","KRT18"
"PRKCE","MAPK1"
"PRKCE","MAPK3"
"PRKCE","PDPK1"
"PRKCE","PIK3CB"
"PRKCE","SLC25A4"
"PRKCG","DAB2"
"PRKCG","GJA1"
"PRKCG","GSK3A"
"PRKCG","PA2G4"
"PRKCG","STXBP1"
"PRKCH","PRKD1"
"PRKCI","ADAP1"
"PRKCI","PARD3"
"PRKCI","PDPK1"
"PRKCI","RAB2A"
"PRKCI","SQSTM1"
"PRKCI","YWHAH"
"PRKCQ","CARD11"
"PRKCQ","CASP3"
"PRKCQ","HABP4"
"PRKCQ","IKBKB"
"PRKCQ","LYN"
"PRKCQ","VAV1"
"PRKCQ","WIPF1"
"PRKCSH","ARL4D"
"PRKCZ","ADAP1"
"PRKCZ","AGRN"
"PRKCZ","CASP9"
"PRKCZ","CCDC115"
"PRKCZ","DAPK3"
"PRKCZ","FEZ2"
"PRKCZ","GSK3A"
"PRKCZ","GSK3B"
"PRKCZ","IKBKB"
"PRKCZ","MAP2K5"
"PRKCZ","MAPK1"
"PRKCZ","MAPK3"
"PRKCZ","PEBP1"
"PRKCZ","PPP1R14A"
"PRKCZ","UTP14A"
"PRKCZ","YWHAB"
"PRKD1","ADAP1"
"PRKD1","HDAC5"
"PRKD1","KIDINS220"
"PRKD1","MAPK8"
"PRKD1","YWHAQ"
"PRKD2","GLRX3"
"PRKD2","HDAC7"
"PRKD2","MYLK"
"PRKD2","SNRNP70"
"PRKD3","GSK3A"
"PRKD3","KPNB1"
"PRKDC","MAPK8"
"PRKDC","WRN"
"PRKDC","XRCC5"
"PRKDC","YWHAG"
"PRKG1","CRIP2"
"PRKG1","GABRR1"
"PRKG1","GKAP1"
"PRKG1","HSPA9"
"PRKG1","PDE5A"
"PRKG1","PLCB3"
"PRKG1","PPP1R12A"
"PRKG1","SAV1"
"PRKG1","SRA1"
"PRKG1","VASP"
"PRKRA","RB1"
"PRKRA","SETDB1"
"PRKRA","SNX5"
"PRLR","JAK2"
"PRLR","PPIA"
"PRLR","PTPN11"
"PRLR","YWHAG"
"PRLR","YWHAZ"
"PRLR","ZAP70"
"PRMT1","BTG1"
"PRMT1","CDC37"
"PRMT1","DHX9"
"PRMT1","HNRNPU"
"PRMT1","IDH3B"
"PRMT1","ILF3"
"PRMT1","MED31"
"PRMT1","QKI"
"PRMT1","SUPT5H"
"PRMT1","YWHAG"
"PRMT2","HNRNPUL1"
"PRMT5","YWHAG"
"PRMT5","YWHAQ"
"PRNP","ADAM23"
"PRNP","APLP1"
"PRNP","CAV1"
"PRNP","CNTN1"
"PRNP","CSNK2A1"
"PRNP","CSNK2A2"
"PRNP","DNM1"
"PRNP","HSPD1"
"PRNP","L1CAM"
"PRNP","MAG"
"PRNP","SPARCL1"
"PROS1","F10"
"PROS1","F5"
"PROX1","CREBBP"
"PROX1","ESRRG"
"PROX1","NR5A2"
"PROX1","RORA"
"PRPF4","ATP5J2"
"PRPF40A","BRD4"
"PRPF40A","CUL1"
"PRPF40A","DIAPH1"
"PRPF40A","HIPK1"
"PRPF40A","HNRNPUL1"
"PRPF40A","PIAS1"
"PRPF40A","SETD1B"
"PRPF40A","SNRNP70"
"PRPF40A","SRPK2"
"PRPF40A","UBE2K"
"PRPF40A","UBQLN2"
"PRPF40A","UBR4"
"PRPF40A","WBP4"
"PRPF40A","YWHAG"
"PRPF4B","PNN"
"PRPF4B","POLR3F"
"PRPF4B","YWHAG"
"PRPF6","ARAF"
"PRSS23","ACTG1"
"PRTFDC1","DTNB"
"PRTN3","TNF"
"PRUNE2","RCN3"
"PSAP","COPS6"
"PSAP","PRKAR2A"
"PSD","HEXDC"
"PSEN1","CASP7"
"PSEN1","CDK5"
"PSEN1","CTNNB1"
"PSEN1","FBXW7"
"PSEN1","GDI1"
"PSEN1","GFAP"
"PSEN1","GSK3B"
"PSEN1","PKP4"
"PSEN2","CSNK1A1"
"PSEN2","CSNK1D"
"PSEN2","CTNNB1"
"PSEN2","UBQLN1"
"PSG3","FAM46A"
"PSMA1","C11orf49"
"PSMA1","CCNH"
"PSMA1","COIL"
"PSMA1","PSMA7"
"PSMA1","RAD54B"
"PSMA3","PSMA1"
"PSMA3","PSMA7"
"PSMA4","PSMA1"
"PSMA4","PSMA3"
"PSMA5","CCR5"
"PSMA5","PLK1"
"PSMA5","PSMA4"
"PSMA5","PSMA7"
"PSMB1","DCP2"
"PSMB1","PLK1"
"PSMB10","ANXA7"
"PSMB5","PLK1"
"PSMC1","CCDC85B"
"PSMC1","PSMA7"
"PSMC1","PSMC2"
"PSMC2","GTF2B"
"PSMC2","GTF2F1"
"PSMC3","CDKN2A"
"PSMC3","PSMC3IP"
"PSMC3","PSMC4"
"PSMC3","PSMC5"
"PSMC4","PSMC2"
"PSMC5","PSMC4"
"PSMC5","TAF10"
"PSMC6","CCDC85B"
"PSMD10","MDM2"
"PSMD10","RB1"
"PSMD11","BRD7"
"PSMD2","PSMC2"
"PSMD4","RAD23B"
"PSMD4","UBQLN2"
"PSMD7","PSMC1"
"PSME1","CDC37"
"PSME3","COIL"
"PSME3","NUDT18"
"PSME3","SERF2"
"PSME3","ZCCHC10"
"PSPC1","SFPQ"
"PSTPIP1","MEFV"
"PTAFR","ARRB2"
"PTAFR","RGS4"
"PTBP1","CALCOCO2"
"PTBP1","QKI"
"PTCD3","IFITM2"
"PTCH2","DHH"
"PTCH2","SHH"
"PTCH2","SMO"
"PTEN","COPS6"
"PTEN","CSNK2A1"
"PTEN","HBA1"
"PTEN","UBE2I"
"PTEN","UBE2L3"
"PTEN","YAF2"
"PTGDS","HK2"
"PTGDS","HK3"
"PTGER1","PTGDS"
"PTGER2","PTGDS"
"PTGER2","PTGFR"
"PTGES3","AIP"
"PTGFR","PTGDS"
"PTGFR","PTGES2"
"PTGFRN","CD9"
"PTGS2","CAV1"
"PTH1R","GNB1"
"PTK2","ACTN1"
"PTK2","APC"
"PTK2","ASAP1"
"PTK2","BBS10"
"PTK2","BCAR1"
"PTK2","BIN1"
"PTK2","CIB1"
"PTK2","CRK"
"PTK2","CSK"
"PTK2","CSPG4"
"PTK2","GSK3B"
"PTK2","MICAL1"
"PTK2","PIAS1"
"PTK2","PPP1CB"
"PTK2","PTPN12"
"PTK2","ROCK1"
"PTK2","TGFB1I1"
"PTK2","TRIP6"
"PTK2B","BCAR1"
"PTK2B","EWSR1"
"PTK2B","FYN"
"PTK2B","GRB2"
"PTK2B","GSN"
"PTK2B","KCNA2"
"PTK2B","LCK"
"PTK2B","LPXN"
"PTK2B","LYN"
"PTK2B","PITPNM1"
"PTK2B","PTK2"
"PTK2B","PTPN12"
"PTK2B","RB1CC1"
"PTK2B","SH2D3C"
"PTK2B","STAP1"
"PTK2B","TLN1"
"PTK2B","VAV1"
"PTK6","KHDRBS1"
"PTK6","STAP2"
"PTMA","CCNA2"
"PTMA","CDK2"
"PTMA","CDK4"
"PTMA","EP300"
"PTMA","HDAC1"
"PTMA","HDAC2"
"PTMA","HIST2H2BE"
"PTMA","KPNA2"
"PTMA","PCNA"
"PTMA","RAN"
"PTMA","RCC1"
"PTMA","SIN3A"
"PTN","ARIH2"
"PTN","CACNB4"
"PTN","FEZ1"
"PTN","GSTP1"
"PTN","LAMA4"
"PTN","PMF1"
"PTN","SNCAIP"
"PTOV1","PIN1"
"PTPMT1","MAPK6"
"PTPN1","AKT1"
"PTPN1","BCAR1"
"PTPN1","MAPK1"
"PTPN1","PIN1"
"PTPN11","ACTN4"
"PTPN11","CBL"
"PTPN11","CHUK"
"PTPN11","CRKL"
"PTPN11","EGFR"
"PTPN11","FRS2"
"PTPN11","FRS3"
"PTPN11","GAB1"
"PTPN11","HNRNPU"
"PTPN11","IFNAR1"
"PTPN11","IGF1R"
"PTPN11","IL6ST"
"PTPN11","INSR"
"PTPN11","IRS4"
"PTPN11","JAK2"
"PTPN11","KIT"
"PTPN11","MAP3K4"
"PTPN11","MAPK3"
"PTPN11","MPZL1"
"PTPN11","MVP"
"PTPN11","PAG1"
"PTPN11","PIK3CG"
"PTPN11","PIK3R1"
"PTPN11","PRKCA"
"PTPN11","PRKCH"
"PTPN11","PTK2"
"PTPN11","PTPN6"
"PTPN11","SOCS3"
"PTPN11","SOS1"
"PTPN11","TNFRSF1A"
"PTPN12","PSTPIP1"
"PTPN13","APC"
"PTPN13","ARHGAP29"
"PTPN13","CRIP2"
"PTPN13","CTNNB1"
"PTPN2","CDK2"
"PTPN2","SHC1"
"PTPN23","CHUK"
"PTPN3","YWHAB"
"PTPN4","TK1"
"PTPN6","ACTN4"
"PTPN6","BCR"
"PTPN6","BTLA"
"PTPN6","CAV1"
"PTPN6","CBL"
"PTPN6","CD22"
"PTPN6","CD5"
"PTPN6","CD79A"
"PTPN6","CD79B"
"PTPN6","CSF2RB"
"PTPN6","CTNNB1"
"PTPN6","CTNND1"
"PTPN6","DOK1"
"PTPN6","EGFR"
"PTPN6","EPOR"
"PTPN6","GHR"
"PTPN6","GRB2"
"PTPN6","IFNAR1"
"PTPN6","IL6ST"
"PTPN6","INSR"
"PTPN6","JAK3"
"PTPN6","KDR"
"PTPN6","LAIR1"
"PTPN6","LCK"
"PTPN6","LIFR"
"PTPN6","PIK3R1"
"PTPN6","PRKCA"
"PTPN6","PRKCD"
"PTPN6","PTK2B"
"PTPN6","PTPN11"
"PTPN6","SIGLEC10"
"PTPN6","SRC"
"PTPN6","TFG"
"PTPN6","TMEM62"
"PTPN6","TNFRSF1A"
"PTPN6","TRAF6"
"PTPN6","TYK2"
"PTPN6","UBR5"
"PTPN6","VAV1"
"PTPRB","CDH5"
"PTPRB","CNTN1"
"PTPRB","PTN"
"PTPRC","ANP32A"
"PTPRC","CD2"
"PTPRC","CSNK2A1"
"PTPRC","FYN"
"PTPRC","LCK"
"PTPRC","LCP2"
"PTPRC","LYN"
"PTPRC","PRKCSH"
"PTPRC","PTPRCAP"
"PTPRC","RASA1"
"PTPRD","PPFIA2"
"PTPRD","PPFIA3"
"PTPRD","PTPRE"
"PTPRE","FYN"
"PTPRE","KCNA5"
"PTPRE","MAPK1"
"PTPRE","MAPK3"
"PTPRF","CTNNB1"
"PTPRF","PPFIA1"
"PTPRF","PRPF40A"
"PTPRF","TRIO"
"PTPRJ","CTNND1"
"PTPRJ","EGFR"
"PTPRJ","IL2RG"
"PTPRJ","JUP"
"PTPRJ","LAT"
"PTPRJ","SDCBP"
"PTPRK","CSNK2B"
"PTPRK","CTNNB1"
"PTPRK","GADD45G"
"PTPRK","JUP"
"PTPRK","TK1"
"PTPRM","CTNNB1"
"PTPRM","CTNND1"
"PTPRM","PCSK5"
"PTPRM","PPFIBP1"
"PTPRN2","SPTBN4"
"PTPRO","DPPA4"
"PTPRO","KIT"
"PTPRO","SH3GL1"
"PTPRS","PIP4K2C"
"PTPRS","TUBB2B"
"PTPRU","PPFIA3"
"PTPRZ1","ADD2"
"PTPRZ1","PTN"
"PUF60","SAP30BP"
"PUM2","MED23"
"PURB","PURA"
"PVRL3","PARD3"
"PVRL3","PVRL2"
"PXN","BCAR1"
"PXN","GIT2"
"PXN","ILK"
"PXN","LIMK1"
"PXN","MAPK3"
"PXN","PPP2CA"
"PXN","SRC"
"PXN","TGFB1I1"
"PXN","TRIP6"
"PXN","TUBA1B"
"QARS","ANXA7"
"QARS","GSK3B"
"QARS","H2AFX"
"QARS","PIN1"
"QARS","RNF11"
"QTRT1","COPS6"
"RAB10","MICAL1"
"RAB11A","KAT2B"
"RAB11A","RAB3IL1"
"RAB11FIP2","AP2A1"
"RAB11FIP2","RAB11A"
"RAB11FIP2","RAB11B"
"RAB11FIP2","RAB25"
"RAB11FIP2","REPS1"
"RAB11FIP2","YWHAG"
"RAB11FIP3","RAB11A"
"RAB11FIP3","RAB11B"
"RAB13","TGFBR1"
"RAB14","CHM"
"RAB17","RABAC1"
"RAB17","S100A8"
"RAB17","SMURF2"
"RAB1A","MICALL1"
"RAB1A","TBC1D17"
"RAB22A","APPL2"
"RAB22A","RABAC1"
"RAB27A","C14orf1"
"RAB27A","COPS6"
"RAB27A","GDI1"
"RAB27A","KIAA1377"
"RAB27A","MYO5A"
"RAB27A","RPH3AL"
"RAB2A","BLZF1"
"RAB33B","GOLGA2"
"RAB35","IDH3B"
"RAB37","EWSR1"
"RAB3A","RABGGTB"
"RAB3A","RPH3AL"
"RAB3B","CHM"
"RAB3B","TGFBR1"
"RAB3IL1","RAB3IP"
"RAB4A","ACTB"
"RAB4A","CD2AP"
"RAB4A","PIN1"
"RAB5A","APPL2"
"RAB5A","CHML"
"RAB5A","CHUK"
"RAB5A","EEA1"
"RAB5A","GDI2"
"RAB5A","RABAC1"
"RAB5A","RABEP1"
"RAB5A","RABGGTB"
"RAB5A","RASA1"
"RAB5A","RIN1"
"RAB5A","SDCBP"
"RAB5A","STX4"
"RAB5A","TSC2"
"RAB5A","USP6NL"
"RAB5A","ZFYVE20"
"RAB5B","CHM"
"RAB5B","EEA1"
"RAB5B","RIN1"
"RAB5B","RIN3"
"RAB6A","TMF1"
"RAB8A","RAB3IP"
"RAB8B","RALA"
"RAB9A","GDI2"
"RABAC1","FXR2"
"RABAC1","NIF3L1"
"RABAC1","NUDT18"
"RABAC1","PLEKHF2"
"RABAC1","RAB1A"
"RABAC1","RAB6A"
"RABAC1","RAB7A"
"RABAC1","VTA1"
"RABEPK","ZYX"
"RABGGTA","RAB1A"
"RAC1","ACTB"
"RAC1","AKT1"
"RAC1","CASP3"
"RAC1","CDC42"
"RAC1","DVL1"
"RAC1","DVL2"
"RAC1","FHOD1"
"RAC1","FLNA"
"RAC1","METAP2"
"RAC1","MINK1"
"RAC1","MPRIP"
"RAC1","PAK2"
"RAC1","PIP4K2A"
"RAC1","TRIO"
"RAC2","ACTB"
"RAC2","NCF2"
